morphemes	target	prediction	target_canon	prediction_canon
,	Punc	Punc	Punc	Punc
e_ma_tje	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
nobe	Conj	Conj	Conj	Conj
tin_tsi	BPre10_NStem	BPre10_NStem	BPre10_NStem	BPre10_NStem
e_ma_khadi_ini	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf	LocPre_BPre6_NStem_LocSuf
kute	Conj	Conj	Conj	Conj
la_bo	PossConc5_PronStem2	PossConc5_PronStem2	PossConc5_PronStem2	PossConc5_PronStem2
laba_bandzakany_ek_a_ko	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf
ba_tawu_bon_a	SC2_Fut_VRoot_VerbTerm	SC2_Fut_VRoot_VerbTerm	SC2_Fut_VRoot_VerbTerm	SC2_Fut_VRoot_VerbTerm
kutsi	Conj	Conj	Conj	Conj
ngabe	Conj	Conj	Conj	Conj
in_kinga	BPre9_NStem	NPre9_NStem	BPre9_NStem	NPre9_NStem
se_yi_khul_e	ProgPre_OC9_VRoot_VerbTerm	Pro_OC9_VRoot_VerbTerm	ProgPre_OC9_VRoot_VerbTerm	PossConc7_OC9_VRoot_VerbTerm
ka_nga_kanani	AdvPre_AdvPre_Interrog	AdvPre_AdvPre_Interrog	AdvPre_AdvPre_Interrog	AdvPre_AdvPre_Interrog
.	Punc	Punc	Punc	Punc
loku	Dem15_Pos1		Dem15_Pos1	
ku_bek_w_a	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm
e_khadi_ini	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	LocPre_NStem_LocSuf	LocPre_BPre5_NStem_LocSuf
leli_bon_is_a	RelConc5_VRoot_CausExt_VerbTerm	RelConc5_VRoot_CausExt_VerbTerm	RelConc5_VRoot_CausExt_VerbTerm	RelConc5_VRoot_CausExt_VerbTerm
u_mu_nyaka	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
.	Punc	Punc	Punc	Punc
u_m_khandlu	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
u_nga_bit_a	SC3_AdvPre_VRoot_VerbTerm	SC3_Pot_VRoot_VerbTerm	SC3_AdvPre_VRoot_VerbTerm	SC3_Pot_VRoot_VerbTerm
i_n_khundla	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ya_laba_mel_e	PossConc9_RelConc2_VRoot_VerbTerm	PossConc9_RelConc2_VRoot_VerbTerm	PossConc9_RelConc2_VRoot_VerbTerm	PossConc9_RelConc2_VRoot_VerbTerm
i_IDP	NPre9_Abbr	NPre4_Abbr	NPre9_Abbr	NPre9_Abbr
ku_tfol_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
ku_ti_bandzakany_a	BPre15_ReflPre_VRoot_VerbTerm	BPre15_ReflPre_VRoot_VerbTerm	BPre15_ReflPre_VRoot_VerbTerm	BPre15_ReflPre_VRoot_VerbTerm
loku_khulu	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem	AdjPref15_AdjStem
na_i_mi_bono	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem
ya_u_mu_mango	PossConc4_NPrePre3_BPre3_NStem	PossConc4_NPrePre3_BPre3_NStem	PossConc4_NPrePre3_BPre3_NStem	PossConc9_NPrePre3_BPre3_NStem
.	Punc	Punc	Punc	Punc
le_n_khundla	Dem9_Pos1_BPre9_NStem	PossConc5_BPre9_NStem	Dem9_Pos1_BPre9_NStem	PossConc5_BPre9_NStem
i_nga_fak_a	SC9_Pot_VRoot_VerbTerm	SC4_Pot_VRoot_VerbTerm	SC9_Pot_VRoot_VerbTerm	SC4_Pot_VRoot_VerbTerm
e_khatsi	LocPre_Adv	LocPre_Adv	LocPre_Adv	LocPre_Adv
e_ma_khansela	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
,	Punc	Punc	Punc	Punc
e_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
e_li_komidi	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem
ye_ba_phatsiswa	PossConc9_BPre2_NStem	PossConc9_BPre2_NStem	PossConc9_BPre2_NStem	PossConc9_BPre2_NStem
,	Punc	Punc	Punc	Punc
ti_sebenti	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_NStem
leti_phets_e	RelConc8_VRoot_VerbTerm	RelConc10_VRoot_VerbTerm	RelConc8_VRoot_VerbTerm	RelConc10_VRoot_Perf
leti_phakam_ile	RelConc8_VRoot_Perf	RelConc10_VRoot_Perf	RelConc8_VRoot_Perf	RelConc10_VRoot_Perf
,	Punc	Punc	Punc	Punc
e_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
e_li_komidi	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem	PossConc6_BPre5_NStem
ya_li_wadi	PossConc9_BPre5_NStem	PossConc9_BPre5_NStem	PossConc9_BPre5_NStem	PossConc9_BPre5_NStem
kanye	Conj	Adv	Conj	Conj
na_laba_mele	AdvPre_Dem2_Pos1_NStem	AdvPre_RelConc2_NStem	AdvPre_Dem2_Pos1_NStem	AdvPre_RelConc2_VRoot_VerbTerm
e_ma_cembu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
la_tsints_ek_a_ko	RelConc6_VRoot_NPas_VerbTerm_RelSuf	RelConc6_VRoot_NeutExt_VerbTerm_RelSuf	RelConc6_VRoot_NPas_VerbTerm_RelSuf	RelConc1_VRoot_NeutExt_VerbTerm_RelSuf
la_hlel_ek_ile	SC5_VRoot_NeutExt_Perf	RelConc6_VRoot_NeutExt_Perf	SC5_VRoot_NeutExt_Perf	RelConc6_VRoot_NeutExt_Perf
,	Punc	Punc	Punc	Punc
ba_holi	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
ba_i_n_dzabuko	PossConc2_NPrePre9_BPre9_NStem	PossConc14_NPrePre9_BPre9_NStem	PossConc2_NPrePre9_BPre9_NStem	PossConc14_NPrePre9_BPre9_NStem
na_ba_ntfu	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem
laba_tin_sita	RelConc2_NPre9_NStem	RelConc2_BPre10_NStem	RelConc2_NPre9_NStem	RelConc2_BPre10_NStem
.	Punc	Punc	Punc	Punc
lesi_akhiwo	Dem7_Pos1_NStem	Pos1	Dem7_Pos1_NStem	Pos1
si_chub_a	SC7_VRoot_VerbTerm	SC7_VRoot_VerbTerm	SC7_VRoot_VerbTerm	BPre7_NStem
ku_khulum_is_an_a	CopPre_VRoot_CausExt_RecipExt_VerbTerm	BPre15_VRoot_CausExt_RecipExt_VerbTerm	CopPre_VRoot_CausExt_RecipExt_VerbTerm	BPre15_VRoot_CausExt_RecipExt_VerbTerm
na_ku_tsats_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm
ti_ncumo	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_NStem
nge_ku_bamb_is_an_a	AdvPre_SC15_VRoot_CausExt_RecipExt_VerbTerm	AdvPre_SC15_VRoot_CausExt_RecipExt_VerbTerm	AdvPre_SC15_VRoot_CausExt_RecipExt_VerbTerm	CopPre_SC15_VRoot_CausExt_RecipExt_VerbTerm
ku_IDP	LocPre_Abbr	LocPre_Abbr	LocPre_Abbr	LocPre_Abbr
.	Punc	Punc	Punc	Punc
i_n_khundla	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
le_mel_e	PossConc5_VRoot_VerbTerm	PossConc5_VRoot_VerbTerm	PossConc5_VRoot_VerbTerm	PossConc5_VRoot_VerbTerm
i_IDP	NPre9_Abbr	NPre9_Abbr	NPre9_Abbr	NPre9_Abbr
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
ku_be	SC15_AuxVStem	SC15_AuxVStem	SC15_AuxVStem	SC15_AuxVStem
yi_in_hlangano	CopPre_BPre9_NStem	Pres_BPre9_NStem	CopPre_BPre9_NStem	CopPre_BPre9_NStem
le_nga_gucuk_i	PossConc5_NegPre_Intrans_VerbTerm	RelConc4_NegPre_VRoot_VerbTerm	PossConc5_NegPre_Intrans_VerbTerm	RelConc9_NegPre_VRoot_VerbTerm
,	Punc	Punc	Punc	Punc
le_ne_m_sebenti	RelConc9_AdvPre_BPre3_NStem	PossConc5_AdvPre_BPre3_NStem	RelConc9_AdvPre_BPre3_NStem	RelConc9_AdvPre_BPre3_NStem
we_ku_landzelela	PossConc3_NPre15_NStem	PossConc3_BPre15_NStem	PossConc3_NPre15_NStem	PossConc3_OC15_VRoot_IntensExt_VerbTerm
ku_sebent_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
nga_i_si_khatsi	AdvPre_NPrePre7_BPre7_NStem	AdvPre_NPrePre7_BPre7_NStem	AdvPre_NPrePre7_BPre7_NStem	AdvPre_NPrePre7_BPre7_NStem
se_si_enteko	PossConc7_NPre7_NStem	PossConc7_BPre7_NStem	PossConc7_NPre7_NStem	PossConc7_BPre7_VRoot_NStem
se_IDP	PossConc7_Abbr	PossConc7_Abbr	PossConc7_Abbr	PossConc7_Abbr
.	Punc	Punc	Punc	Punc
le_mi_nininingwane	Dem4_Pos1_BPre4_NStem	Pos1_BPre4	Dem4_Pos1_BPre4_NStem	PossConc5_BPre4_NStem
i_dzing_e_kitsi	SC4_VRoot_VerbTerm_PronStem1pp	SC4_VRoot_VerbTerm_PronStem1pp	SC4_VRoot_VerbTerm_PronStem1pp	SC4_VRoot_NStem
kutsi	Conj	Conj	Conj	Conj
ku_phawul_w_e	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
ti_dzingo	NPre8_NStem	BPre8_NStem	NPre8_NStem	BPre8_NStem
ta_u_mu_mango	PossConc8_NPrePre3_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem
.	Punc	Punc	Punc	Punc
le_mi_niningwane	PossConc5_BPre4_NStem	PossConc5_BPre4_NStem	PossConc5_BPre4_NStem	PossConc5_Pos1_NStem
i_fak_a	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm
e_khatsi	LocPre_Adv	LocPre_Adv	LocPre_Adv	LocPre_Adv
ti_balobalo	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_NStem
na_mi_biko	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem
,	Punc	Punc	Punc	Punc
loku_niket_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm
li_nge_muva	BPre5_AdvPre_Adv	BPre5_AdvPre_Adv	BPre5_AdvPre_Adv	BPre5_AdvPre_Adv
nga_li_wadi	AdvPre_BPre5_NStem	AdvPre_BPre5_NStem	AdvPre_BPre5_NStem	AdvPre_BPre5_NStem
.	Punc	Punc	Punc	Punc
Nkt	Abbr	Abbr	Abbr	Abbr
Mahlangu	ProperName	ProperName	ProperName	BPre6_NStem
u_tseng_e	SC1_VRoot_VerbTerm	SC2ps_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC3_VRoot_VerbTerm
i_n_ndlu	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
kantsi	Conj	Conj	Conj	Conj
u_fun_a	SC2_VRoot_VerbTerm	SC3_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
ku_chuny_el_w_a	BPre15_VRoot_ApplExt_PassExt_VerbTerm	BPre15_VRoot_ApplExt_PassExt_VerbTerm	BPre15_VRoot_ApplExt_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm
gezi	NStem	NStem	NStem	NStem
.	Punc	Punc	Punc	Punc
u_y_a	SC1_VRoot_VerbTerm	SC3_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC3_VRoot_VerbTerm
ku_masipala	LocPre_NStem	LocPre_NStem	LocPre_NStem	LocPre_NStem
ku_ye_wu_gcwal_is_a	SC15_Pres_OC3_VRoot_CausExt_VerbTerm	SC15_Fut_OC3_VRoot_CausExt_VerbTerm	SC15_Pres_OC3_VRoot_CausExt_VerbTerm	SC15_Pres_OC3_VRoot_CausExt_VerbTerm
e_ma_fomu	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
bese	Conj	Conj	Conj	Conj
i_khokh_a	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC4_VRoot_VerbTerm	SC9_VRoot_VerbTerm
i_diphozithi	NPrePre4_NStem	NPre9_NStem	NPrePre4_NStem	NPrePre4_NStem
.	Punc	Punc	Punc	Punc
na_ke_fik_a	AdvPre_AdvPre_VRoot_VerbTerm	AdvPre_ExclNeg_VRoot_VerbTerm	AdvPre_AdvPre_VRoot_VerbTerm	AdvPre_ExclNeg_VRoot_VerbTerm
u_khandza	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem	SC1_VRoot_VerbTerm
la_yi_ni	SC5_CopPre_Interrog	RelConc6_CopPre_LocSuf	SC5_CopPre_Interrog	SC5_Interrog
lo_mudze	Dem3_Pos1_NStem	RelConc3_Pos1	Dem3_Pos1_NStem	RelConc3_BPre1_AdjStem
bese	Conj	Conj	Conj	Conj
u_yema	NPrePre1a_NStem	NPrePre1a_NStem	NPrePre1a_NStem	SC3_VRoot_VerbTerm
ku_layini	LocPre_NStem	LocPre_NStem	LocPre_NStem	LocPre_NStem
.	Punc	Punc	Punc	Punc
ti_sebenti	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_NStem
ta_ka_masipala	PossConc8_PossKA_NStem	PossConc8_AdvPre_NStem	PossConc8_PossKA_NStem	PossConc8_AdvPre_NStem
ti_fundza	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_VRoot_VerbTerm
li_phepha	BPre5_NStem	BPre5_NStem	BPre5_NStem	BPre5_NStem
ti_natsa	BPre10_NStem	BPre10_NStem	BPre10_NStem	SC10_VRoot_VerbTerm
ne_litiya	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_BPre5_NStem
.	Punc	Punc	Punc	Punc
ba_ntfu	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
laba_se_layini_ni	RelConc2a_NegPre_NStem_LocSuf	RelConc2_Pro_NStem_LocSuf	RelConc2a_NegPre_NStem_LocSuf	RelConc2_PreLoc-s_LocPre_NStem_LocSuf_NStem
ba_ya_khonon_a	SC2_Pres_VRoot_VerbTerm	SC2_Pres_VRoot_VerbTerm	SC2_Pres_VRoot_VerbTerm	SC2_Pres_VRoot_VerbTerm
ko_dvwa	QuantConc15_QuantStem	QuantConc15_QuantStem	QuantConc15_QuantStem	QuantConc15_QuantStem
b_a_tjelwa	PossConc14_LocPre_NStem	PossConc14_LocPre_NStem	PossConc14_LocPre_NStem	PossConc2_NStem
kutsi	Conj	Conj	Conj	Conj
ti_sebenti	BPre8_NStem	BPre8_NStem	BPre8_NStem	BPre8_NStem
ti_ne_li_lungelo	BPre8_AdvPre_BPre8_NStem	BPre8_AdvPre_BPre8_NStem	BPre8_AdvPre_BPre8_NStem	BPre8_AdvPre_BPre8_NStem
la_ku_tsats_a	PossConc5_BPre15_VRoot_VerbTerm	PossConc5_OC15_VRoot_VerbTerm	PossConc5_BPre15_VRoot_VerbTerm	PossConc5_OC15_VRoot_VerbTerm
'	Punc	Punc	Punc	Punc
li_khefu	BPre5_NStem	BPre5_NStem	BPre5_NStem	BPre5_NStem
la_ku_nats_a	PossConc5_OC15_VRoot_VerbTerm	PossConc5_OC15_VRoot_VerbTerm	PossConc5_OC15_VRoot_VerbTerm	PossConc5_OC15_VRoot_VerbTerm
litiye	NStem	NStem	NStem	SC5_VRoot_VerbTerm
'	Punc	Punc	Punc	Punc
.	Punc	Punc	Punc	Punc
uma	Conj	Conj	Conj	Conj
e_ma_awa	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
la_ma_tsatfu	PossConc5_AdjPref6_AdjStem	PossConc5_AdjPref6_AdjStem	PossConc5_AdjPref6_AdjStem	PossConc5_AdjPref6_AdjStem
bese	Conj	Conj	Conj	Conj
ku_b_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
si_khatsi	BPre7_NStem	BPre7_NStem	BPre7_NStem	BPre7_NStem
se_i_si_dlo	PossConc7_NPrePre7_BPre7_NStem	PossConc7_NPrePre7_BPre7_NStem	PossConc7_NPrePre7_BPre7_NStem	PossConc7_BPre7_NStem
s_a_semini	PossConc7_LocPre_NStem	PossConc7_LocPre_NStem	PossConc7_LocPre_NStem	PossConc7_PreLoc-s_LocPre_BPre4_LocSuf
.	Punc	Punc	Punc	Punc
nga	AdvPre	AdvPre	AdvPre	AdvPre
2.30	Num	Num	Num	Num
si_ya_buy_a	SC7_Pres_VRoot_VerbTerm	SC7_Pres_VRoot_VerbTerm	SC7_Pres_VRoot_VerbTerm	SC7_Pres_VRoot_VerbTerm
nga_le_si_khatsi	AdvPre_Dem7_Pos1_BPre7_NStem	AdvPre_Pos1_BPre7	AdvPre_Dem7_Pos1_BPre7_NStem	AdvPre_Pos1_BPre7
se_ku_fik_a	PossConc7_OC7_VRoot_VerbTerm	PossConc7_SC7_VRoot_VerbTerm	PossConc7_OC7_VRoot_VerbTerm	PossConc7_OC7_VRoot_VerbTerm
si_khatsi	BPre7_NStem	BPre7_NStem	BPre7_NStem	BPre7_NStem
si_akh_e	SC1_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC1_VRoot_VerbTerm	SC1_VRoot_VerbTerm
be_s_e_ku_ladi	PossConc2_PreLoc-s_LocPre_BPre15_NStem	PossConc2_PreLoc-s_LocPre_BPre15_NStem	PossConc2_PreLoc-s_LocPre_BPre15_NStem	PossConc2_PreLoc-s_LocPre_BPre15_NStem
.	Punc	Punc	Punc	Punc
sebent_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm
u_mu_buto	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPre3_BPre3_NStem
we_sibili	PossConc3_NStem	PossConc3_NStem	PossConc3_NStem	PossConc3_BPre7_NStem
,	Punc	Punc	Punc	Punc
u_tsats_e	SC2ps_VRoot_VerbTerm	SC3_VRoot_VerbTerm	SC2ps_VRoot_VerbTerm	SC3_VRoot_VerbTerm
tin_phendvulo	BPre10_NStem	BPre10_NStem	BPre10_NStem	BPre10_NStem
.	Punc	Punc	Punc	Punc
ku_akh_iw_a	BPre15_VRoot_PassExt_VerbTerm	SC15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm
kwa_lu_hlelo	PossConc15_BPre11_NStem	PossConc15_BPre11_NStem	PossConc15_BPre11_NStem	PossConc15_NPre11_NStem
lwa_in_tfutfuko	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem
lolu_bumb_an_ile	RelConc11_VRoot_RecipExt_Perf	RelConc11_VRoot_RecipExt_Perf	RelConc11_VRoot_RecipExt_Perf	RelConc11_VRoot_RecipExt_Perf
ngu_u_mu_sebenti	CopPre_NPrePre3_BPre3_NStem	CopPre_NPrePre3_BPre3_NStem	CopPre_NPrePre3_BPre3_NStem	CopPre_NPrePre3_BPre3_NStem
wa_hulumende	PossConc3_NStem	PossConc1_NStem	PossConc3_NStem	PossConc3_NStem
wa_s_e_khaya	PossConc1a_PreLoc-s_LocPre_NStem	PossConc1a_PreLoc-s_LocPre_NStem	PossConc1a_PreLoc-s_LocPre_NStem	PossConc1a_PreLoc-s_LocPre_NStem
.	Punc	Punc	Punc	Punc
leti_n_hlelo	Dem10_Pos1_NPre10_NStem	Pos1_NPre10	Dem10_Pos1_NPre10_NStem	Pos1_NPre10
ti_tawu_lets_a	SC10_Fut_VRoot_VerbTerm	SC10_Fut_VRoot_VerbTerm	SC10_Fut_VRoot_VerbTerm	CopPre_Fut_VRoot_VerbTerm
i_n_gucuko	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ya_e_ma_dolobha	PossConc9_NPrePre6_BPre6_NStem	PossConc4_NPrePre6_BPre6_NStem	PossConc9_NPrePre6_BPre6_NStem	PossConc4_NPrePre6_BPre6_NStem
lama_ncane	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem
na_lama_khulu	AdvPre_AdjPref6_AdjStem	AdvPre_AdjPref6_AdjStem	AdvPre_AdjPref6_AdjStem	AdvPre_AdjPref6_AdjStem
kanye	Conj	Conj	Conj	Adv
na_n_dlela	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem
ya_in_phatfo	PossConc9_NPre9_NStem	PossConc9_NPre9_NStem	PossConc9_NPre9_NStem	PossConc9_BPre3_NStem
,	Punc	Punc	Punc	Punc
njengoba	Conj	Conj	Conj	Conj
i_n_chubo	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem	NPrePre9_BPre9_NStem
ya_IDP	PossConc9_Abbr	PossConc9_Abbr	PossConc9_Abbr	PossConc9_Abbr
i_jong_e	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC9_VRoot_VerbTerm	SC4_VRoot_VerbTerm
ku_fik_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
e_ti_ncumo_ini	LocPre_BPre8_NStem_LocSuf	LocPre_BPre8_NStem_LocSuf	LocPre_BPre8_NStem_LocSuf	LocPre_BPre8_NStem_LocSuf
e_tin_tfo_ini	LocPre_BPre10_NStem_LocSuf	LocPre_BPre10_NStem_LocSuf	LocPre_BPre10_NStem_LocSuf	LocPre_BPre10_NStem_LocSuf
leti_njenga_li_phakelotimali	RelConc10_AdvPre_BPre5_NStem	RelConc10_AdvPre_BPre5_NStem	RelConc10_AdvPre_BPre5_NStem	RelConc10_AdvPre_BPre5_NStem
la_masipala	PossConc5_NStem	PossConc5_NStem	PossConc5_NStem	PossConc5_NStem
,	Punc	Punc	Punc	Punc
ku_lawul_w_a	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PassExt_VerbTerm
kwa_u_mu_hlaba	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem
,	Punc	Punc	Punc	Punc
ku_tfutfuk_is_w_a	BPre15_VRoot_CausExt_PassExt_VerbTerm	BPre15_VRoot_CausExt_PassExt_VerbTerm	BPre15_VRoot_CausExt_PassExt_VerbTerm	BPre15_VRoot_CausExt_PassExt_VerbTerm
kwa_u_mu_notfo	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre3_BPre3_NStem
we_in_dzawo	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem
na_tin_gucuko	AdvPre_BPre10_NStem	AdvPre_NPre10_NStem	AdvPre_BPre10_NStem	AdvPre_NPre10_NStem
ta_si_gungu	PossConc10_BPre7_NStem	PossConc10_BPre7_NStem	PossConc10_BPre7_NStem	PossConc10_NPre7_NStem
.	Punc	Punc	Punc	Punc
e_ku_enta_ini	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_VRoot_VerbTerm_LocSuf
i_mi_sebenti	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ya_khe	PossConc4_PronStem1	PossConc9_PronStem1	PossConc4_PronStem1	PossConc9_PronStem1
,	Punc	Punc	Punc	Punc
hulumende	NStem	NStem	NStem	NStem
wa_s_e_khaya	PossConc1a_PreLoc-s_LocPre_NStem	PossConc1a_PreLoc-s_LocPre_NStem	PossConc1a_PreLoc-s_LocPre_NStem	PossConc3_PreLoc-s_LocPre_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
a_hlelemb_is_e	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm
,	Punc	Punc	Punc	Punc
a_matanis_e	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm	LocPre_NStem
tin_hlelo	BPre10_NStem	BPre10_NStem	BPre10_NStem	BPre10_NStem
na_tin_dlelasu	AdvPre_NPre10_NStem	AdvPre_NPre10_NStem	AdvPre_NPre10_NStem	AdvPre_NPre10_NStem
na_leti_nye	AdvPre_AdjPref10_AdjStem	AdvPre_AdjPref10_AdjStem	AdvPre_AdjPref10_AdjStem	AdvPre_AdjPref10_AdjStem
tin_hlangotsi	BPre10_NStem	BPre10_NStem	BPre10_NStem	BPre10_NStem
ta_hulumende	BPre10_NStem	PossConc8_NStem	BPre10_NStem	PossConc8_NStem
.	Punc	Punc	Punc	Punc
lesi_fundvo	Dem7_Pos1_NStem	RelConc7_NStem	Dem7_Pos1_NStem	RelConc7_NStem
