morphemes	target	prediction	target_canon	prediction_canon
a_zal_is_e	RelConc6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm	RelConc6_VRoot_CausExt_VerbTerm	SC6_VRoot_CausExt_VerbTerm
u_ku_zi_boph_elel_a	NPrePre15_BPre15_OC10_VRoot_IntensExt_VerbTerm	NPrePre15_BPre15_OC10_VRoot_IntensExt_VerbTerm	NPrePre15_BPre15_OC10_VRoot_IntensExt_VerbTerm	NPrePre15_BPre15_ReflPre_VRoot_IntensExt_VerbTerm
kwa_khe	PossConc15_PronStem1	PossConc15_PronStem1	PossConc15_PronStem1	PossConc15_PronStem1
e_u_mu_sebenzi_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	LocPre_NPrePre3_BPre3_NStem_LocSuf	LocPre_NPrePre3_BPre3_NStem_LocSuf	LocPre_NPrePre3_BPre3_NStem_LocSuf
wo_m_thethosisekelo	PossConc3_BPre3_NStem	PossConc3_BPre3_NStem	PossConc3_BPre3_NStem	PossConc3_LocPre_BPre3_NStem
u_ku_nikel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
i_mi_sebenzi	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ka_masipala	PossKA_NStem	PossKA_NStem	PossKA_NStem	PossKA_NStem
e_yi_si_sekelo	RelConc9_Pres_BPre7_NStem	RelConc9_CopPre_BPre7_NStem	RelConc9_Pres_BPre7_NStem	RelConc9_CopPre_BPre7_NStem
.	Punc	Punc	Punc	Punc
i_venn	NPrePre4_NStem	NPrePre9_Foreign	NPrePre4_NStem	NPrePre9_NStem
diagram	Foreign	Foreign	Foreign	Foreign
i_li_thulusi	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem
loku_cozulula	RelConc15_NStem	RelConc15_NStem	RelConc15_NStem	RelConc15_VRoot_VerbTerm
loku_bonelel_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm
u_mu_phakathi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
nga_e_n_setjenziswa	AdvPre_LocPre_BPre3_NStem	AdvPre_LocPre_BPre3_NStem	AdvPre_LocPre_BPre3_NStem	AdvPre_LocPre_BPre3_NStem
.	Punc	Punc	Punc	Punc
a_ma_lunga	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
wa_u_mu_phakathi	PossConc3_NPrePre3_BPre3_NStem	PossConc3_NPrePre3_BPre3_NStem	PossConc3_NPrePre3_BPre3_NStem	PossConc3_NPrePre3_BPre3_NStem
a_khomb_a	SC6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm	SC6_VRoot_VerbTerm	RelConc6_VRoot_VerbTerm
i_in_hlangano	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
,	Punc	Punc	Punc	Punc
i_mi_sebenzi	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem	AdvPre_AdjStem
na_ba_nikeli	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem	AdvPre_BPre2_NStem
nga_i_mi_sebenzi	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem	AdvPre_NPrePre4_BPre4_NStem
be_s_e	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm	SC2_VRoot_VerbTerm
ba_lingan_is_a	SC2_Intrans_CausExt_VerbTerm	SC2_Intrans_CausExt_VerbTerm	SC2_Intrans_CausExt_VerbTerm	SC2_Intrans_CausExt_VerbTerm
ko_ke	QuantConc15_QuantStem	QuantConc15_QuantStem	QuantConc15_QuantStem	QuantConc15_QuantStem
lokhu	Dem15_Pos1		Dem15_Pos1	
u_ku_y_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
ngo_ku_qakathek_a	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_OC15_VRoot_VerbTerm	AdvPre_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
na_u_ku_fumanek_a	AdvPre_NPrePre15_BPre15_Intrans_VerbTerm	AdvPre_NPrePre15_BPre15_Intrans_VerbTerm	AdvPre_NPrePre15_BPre15_Intrans_VerbTerm	AdvPre_NPrePre15_BPre15_Intrans_VerbTerm
ku_akhon_a	SC15_Intrans_VerbTerm	OC15_VRoot_VerbTerm	SC15_Intrans_VerbTerm	SC15_Adv
.	Punc	Punc	Punc	Punc
begodu	Conj	Conj	Conj	Conj
i_li_thulusi	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem	NPrePre5_BPre5_NStem
eli_ne_sizo	RelConc5_AdvPre_NStem	RelConc5_AdvPre_NStem	RelConc5_AdvPre_NStem	RelConc5_AdvPre_NStem
loku_zwisis_a	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_PassExt_CausExt_CausExt_VerbTerm
i_i_n_dingo	NPrePre8_NPrePre8_BPre8_NStem	NPrePre8_NPrePre8_BPre8_NStem	NPrePre8_NPrePre8_BPre8_NStem	NPrePre8_NPrePre8_BPre8_NStem
za_u_mu_phakathi	PossConc8_NPrePre3_BPre3_NStem	PossConc10_NPrePre3_BPre3_NStem	PossConc8_NPrePre3_BPre3_NStem	PossConc10_NPrePre3_BPre3_NStem
.	Punc	Punc	Punc	Punc
yi_ba	CopPre_AuxVStem	CopPre_AuxVStem	CopPre_AuxVStem	CopPre_AuxVStem
na_lemuko	AdvPre_NStem	LocPre_NStem	AdvPre_NStem	AdvPre_NStem
le_tuthuko	PossConc5_NStem	PossConc5_NStem	PossConc5_NStem	PossConc5_NStem
ka_ba_nye	PossConc15_EnumConc2_EnumStem	AdvPre_BPre2_AdjStem	PossConc15_EnumConc2_EnumStem	AdvPre_AdjPref2_AdjStem
a_bo_masipala_funda	NPrePre2a_BPre2a_NStem_NStem	NPrePre2a_BPre2a_NStem_NStem	NPrePre2a_BPre2a_NStem_NStem	RelConc2a_NStem_NStem
e_mibhinweni	LocPre_NStem	LocPre_NStem	LocPre_NStem	LocPre_BPre4_NStem_LocSuf
begodu	Conj	Conj	Conj	Conj
na_lemuko_eni	AdvPre_NStem_LocSuf	LocPre_NStem_LocSuf	AdvPre_NStem_LocSuf	AdvPre_NStem_LocSuf
labo	Dem2_Pos2		Dem2_Pos2	
.	Punc	Punc	Punc	Punc
begodu	Conj	Conj	Conj	Conj
nga_kwe_li_nye	AdvPre_PossConc15_BPre5_EnumStem	AdvPre_PossConc15_BPre5_EnumStem	AdvPre_PossConc15_BPre5_EnumStem	AdvPre_PossConc15_BPre5_EnumStem
i_hlangothi	NPrePre9_NStem	NPrePre9_NStem	NPrePre9_NStem	NPrePre9_NStem
,	Punc	Punc	Punc	Punc
u_ku_sebenzis_an_a	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm	NPrePre15_BPre15_VRoot_RecipExt_VerbTerm
ne_phasi	AdvPre_Adv	AdvPre_Adv	AdvPre_Adv	AdvPre_Adv
lo_ke	QuantConc11_QuantStem	QuantConc11_QuantStem	QuantConc11_QuantStem	QuantConc11_QuantStem
ku_b_e	SC15_VRoot_VerbTerm	OC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	OC15_VRoot_VerbTerm
na_u_mu_thelela	AdvPre_NPrePre3_BPre3_NStem	AdvPre_NPrePre3_BPre3_NStem	AdvPre_NPrePre3_BPre3_NStem	AdvPre_NPrePre3_BPre3_NStem
omu_mbi	AdjPref3_AdjStem	AdjPref3_AdjStem	AdjPref3_AdjStem	AdjPref3_AdjStem
ma_lunga_ana	BPre6_NStem_DimSuf	BPre6_NStem_DimSuf	BPre6_NStem_DimSuf	BPre6_NStem_DimSuf
no_ku_khuphuk_a	AdvPre_SC15_VRoot_VerbTerm	NegPre_SC15_VRoot_VerbTerm	AdvPre_SC15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
kwe_e_n_gozi	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_BPre3_NStem	PossConc15_LocPre_NStem
be_godu	PossConc14_NStem	PossConc14_NStem	PossConc14_NStem	Conj
no_ku_hlangahlangan_a	AdvPre_SC15_Intrans_VerbTerm	AdvPre_SC15_VRoot_VerbTerm	AdvPre_SC15_Intrans_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
ku_eendab_a	SC15_Intrans_VerbTerm	OC15_VRoot_VerbTerm	SC15_Intrans_VerbTerm	PossConc15_LocPre_NStem
ze_phasi	Pres_NStem	Pres_NStem	Pres_NStem	Pres_NStem
-	Punc	Punc	Punc	Punc
u_ku_thom_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
e_ku_tjhugutjhuguluka_eni	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf
kwa_mamakethe	PossConc1a_NStem	PossConc15_NStem	PossConc1a_NStem	PossConc15_BPre6_NStem
we_e_mali	PossConc3_LocPre_NStem	PossConc3_LocPre_NStem	PossConc3_LocPre_NStem	PossConc3_LocPre_NStem
,	Punc	Punc	Punc	Punc
u_ku_y_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
e_ku_fuduka_eni	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf
kwa_a_ba_ntu	PossConc15_NPrePre2_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem	PossConc15_NPrePre2_BPre2_NStem
aba_na_ma_kghono	RelConc2_AdvPre_BPre6_NStem	RelConc2_AdvPre_BPre6_NStem	RelConc2_AdvPre_BPre6_NStem	RelConc2_AdvPre_BPre6_NStem
aba_hlal_a	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm	RelConc2_VRoot_VerbTerm
e_e_narha_eni	RelConc9_LocPre_NStem_LocSuf	RelConc9_LocPre_NStem_LocSuf	RelConc9_LocPre_NStem_LocSuf	RelConc9_LocPre_NStem_LocSuf
ezi_thuthuk_a_ko	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf	RelConc10_VRoot_VerbTerm_RelSuf
,	Punc	Punc	Punc	Punc
u_ku_y_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
e_ku_tjhuguluka_eni	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf	LocPre_BPre15_NStem_LocSuf
kobudlelwano	NStem	NStem	NStem	PossConc15_NStem
ba_mandla	PossConc2_RelStem	PossConc2_RelStem	PossConc2_RelStem	SC2_RelStem
phakathi	Adv	Adv	Adv	Adv
kwe_mibuso	PossConc15_NStem	PossConc15_NStem	PossConc15_NStem	PossConc15_NPrePre4_BPre4_NStem
no_ku_siselan_a	AdvPre_SC15_Intrans_VerbTerm	AdvPre_SC15_Intrans_VerbTerm	AdvPre_SC15_Intrans_VerbTerm	AdvPre_NPrePre15_BPre15_OC1_VRoot_ApplExt_RecipExt_VerbTerm
nga_i_n_mali	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem	AdvPre_NPrePre9_BPre9_NStem
.	Punc	Punc	Punc	Punc
nga_i_banga	AdvPre_NPrePre5_NStem	AdvPre_NPrePre5_NStem	AdvPre_NPrePre5_NStem	AdvPre_NPrePre5_NStem
la_i_m_aphethini	PossConc5_NPrePre10_BPre10_NStem	Pos1_NPrePre10_BPre10	PossConc5_NPrePre10_BPre10_NStem	PossPron_NPrePre6_BPre6_NStem
la	Dem6_Pos1		Dem6_Pos1	
,	Punc	Punc	Punc	Punc
u_ku_tjhitjhiriza	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
ko_ku_khul_a	PossConc15_OC15_Intrans_VerbTerm	PossConc15_BPre15_VRoot_VerbTerm	PossConc15_OC15_Intrans_VerbTerm	PossConc15_BPre15_VRoot_VerbTerm
kwa_u_mnotho	PossConc15_NPrePre3_NStem	PossConc15_NPrePre3_NStem	PossConc15_NPrePre3_NStem	PossConc15_NPrePre3_NStem
kwe_e_narha	PossConc15_LocPre_NStem	PossConc15_LocPre_NStem	PossConc15_LocPre_NStem	PossConc15_LocPre_NStem
ezi_thuthuk_ile_ko	RelConc10_VRoot_Perf_RelSuf	RelConc10_VRoot_Perf_RelSuf	RelConc10_VRoot_Perf_RelSuf	RelConc10_VRoot_Perf_RelSuf
ku_w_enz_a	LocPre_OC3_VRoot_VerbTerm	SC15_OC3_VRoot_VerbTerm	LocPre_OC3_VRoot_VerbTerm	LocPre_OC3_VRoot_VerbTerm
bo_nyana	BPre2_NStem	BPre2_NStem	BPre2_NStem	BPre2_NStem
i_i_narha	NPrePre8_BPre8_NStem	NPrePre10_BPre10_NStem	NPrePre8_BPre8_NStem	NPrePre10_BPre10_NStem
ezi_sa_thuthuk_a_ko	RelConc10_Pres_VRoot_VerbTerm_RelSuf	RelConc10_Pres_VRoot_VerbTerm_RelSuf	RelConc10_Pres_VRoot_VerbTerm_RelSuf	RelConc10_Pres_VRoot_VerbTerm_RelSuf
zi_b_e	OC8_VRoot_VerbTerm	OC8_VRoot_VerbTerm	OC8_VRoot_VerbTerm	OC8_VRoot_VerbTerm
s_e_ngozini	PossConc7_LocPre_NStem	PossConc7_LocPre_NStem	PossConc7_LocPre_NStem	PossConc7_LocPre_NStem_LocSuf
e_kulu	AdjPref5_AdjStem	AdjPref5_AdjStem	AdjPref5_AdjStem	AdjPref5_AdjStem
.	Punc	Punc	Punc	Punc
u_ku_tjheja	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
na_ku_lingan_is_a	AdvPre_OC5_VRoot_CausExt_VerbTerm	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_OC5_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
u_ku_enz_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
.	Punc	Punc	Punc	Punc
tjhej_a	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm
i_mi_buzo	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem	NPrePre4_BPre4_NStem
e_landel_a_ko	LocPre_VRoot_VerbTerm_RelSuf	RelConc4_VRoot_VerbTerm_RelSuf	LocPre_VRoot_VerbTerm_RelSuf	RelConc5_VRoot_VerbTerm_RelSuf
.	Punc	Punc	Punc	Punc
ku_qakath_ek_ile	SC15_VRoot_NeutExt_Perf	SC15_VRoot_NeutExt_Perf	SC15_VRoot_NeutExt_Perf	SC15_VRoot_NeutExt_Perf
godu	Ideoph	Ideoph	Ideoph	Ideoph
na_u_ku_enz_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
i_si_qiniseko	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem	NPrePre7_BPre7_NStem
so_kobana	PossConc7_NStem	PossConc7_NStem	PossConc7_NStem	PossConc7_NStem
u_mu_ntu	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem	NPrePre1_BPre1_NStem
o_thile_ko	RelConc1_NStem_RelSuf	RelConc3_NStem_RelSuf	RelConc1_NStem_RelSuf	RelConc3_NStem
ku_msebenzakhe	BPre15_NStem	BPre15_NStem	BPre15_NStem	LocPre_NPrePre3_BPre3_NStem
ukobana	Conj	Conj	Conj	Conj
enz_e	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm	VRoot_VerbTerm
a_ma_lungiselelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
wo_m_tlamo	PossConc1a_BPre8_NStem	PossConc1a_BPre8_NStem	PossConc1a_BPre8_NStem	PossConc1a_BPre8_NStem
lo	Dem3_Pos1		Dem3_Pos1	
u_ku_balekel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_NStem
u_bu_jamo	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem	NPrePre14_BPre14_NStem
lapha	Dem16_Pos1		Dem16_Pos1	
ku_nga_tholakal_a	SC15_AdvPre_VRoot_VerbTerm	SC15_Pot_VRoot_VerbTerm	SC15_AdvPre_VRoot_VerbTerm	SC15_AdvPre_VRoot_NeutExt_VerbTerm
ku_nga_na_mu_ntu	LocPre_AdvPre_NegPre_BPre2_NStem	LocPre_AdvPre_AdvPre_BPre1_NStem	LocPre_AdvPre_NegPre_BPre2_NStem	BPre15_AdvPre_AdvPre_BPre1_NStem
o_thath_a	RelConc1_VRoot_VerbTerm	RelConc3_VRoot_VerbTerm	RelConc1_VRoot_VerbTerm	RelConc3_VRoot_VerbTerm
i_gadango	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem
loku_ku_enza	RelConc15_BPre15_NStem	RelConc15_BPre15_NStem	RelConc15_BPre15_NStem	PossConc5_NPrePre15_BPre15_BPre15_VRoot_VerbTerm
a_ma_lungiselelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
wo_imtlamo	PossConc6_NStem	PossConc6_NStem	PossConc6_NStem	PossConc1a_BPre8_NStem
.	Punc	Punc	Punc	Punc
njenga_omu_bana	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref1_AdjStem
i_nani	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem	NPrePre5_NStem
la_i_mi_sebenzi	PossConc5_NPrePre4_BPre4_NStem	PossConc5_NPrePre4_BPre4_NStem	PossConc5_NPrePre4_BPre4_NStem	PossConc5_NPrePre4_BPre4_NStem
ye_koro	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem
e_hlelek_ile_ko	RelConc9_VRoot_Perf_RelSuf	RelConc9_VRoot_Perf_RelSuf	RelConc9_VRoot_Perf_RelSuf	RelConc9_NPrePre9_NStem_RelSuf
ne_nga_ka_hlel_ek_i	AdvPre_NegCopPre_OC9_VRoot_NeutExt_VerbTerm	AdvPre_AdvPre_Pres_VRoot_NeutExt_VerbTerm	AdvPre_NegCopPre_OC9_VRoot_NeutExt_VerbTerm	AdvPre_NegPre_ExclNeg_NStem
li_khuphuk_a	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm	SC5_VRoot_VerbTerm
nje	Adv	Adv	Adv	Adv
,	Punc	Punc	Punc	Punc
a_ma_hlelo	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
wa_i_mi_sebenzi	PossConc3_NPrePre4_BPre4_NStem	PossConc3_NPrePre4_BPre4_NStem	PossConc3_NPrePre4_BPre4_NStem	PossConc3_NPrePre4_BPre4_NStem
ya_u_mu_phakathi	PossConc4_NPrePre3_BPre3_NStem	PossConc4_NPrePre3_BPre3_NStem	PossConc4_NPrePre3_BPre3_NStem	PossConc4_NPrePre3_BPre3_NStem
a_nga_phungul_w_a	SC6_Pot_VRoot_PassExt_VerbTerm	SC6_Pres_VRoot_PassExt_VerbTerm	SC6_Pot_VRoot_PassExt_VerbTerm	SC6_AdvPre_VRoot_PassExt_VerbTerm
.	Punc	Punc	Punc	Punc
u_m_lamuli	NPrePre3_BPre3_NStem	NPrePre1_BPre1_NStem	NPrePre3_BPre3_NStem	NPrePre1_BPre1_NStem
ku_mel_e	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm	SC15_VRoot_VerbTerm
a_hlaziy_e	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm	SC6_VRoot_VerbTerm
u_m_raro	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
.	Punc	Punc	Punc	Punc
i_komidi	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem
ye_wadi	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem	PossConc4_NStem
na_aba_nye	AdvPre_AdjPref2_AdjStem	AdvPre_AdjPref2_AdjStem	AdvPre_AdjPref2_AdjStem	AdvPre_AdjPref2_AdjStem
a_ba_ntu	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem
e_ku_nga_enz_ek_a	LocPre_SC15_AdvPre_VRoot_NeutExt_VerbTerm	LocPre_SC15_AdvPre_VRoot_NeutExt_VerbTerm	LocPre_SC15_AdvPre_VRoot_NeutExt_VerbTerm	LocPre_OC15_AdvPre_VRoot_NeutExt_VerbTerm
ba_bandakany_ek_e	PossConc1a_VRoot_NeutExt_VerbTerm	CopPre_VRoot_NeutExt_VerbTerm	PossConc1a_VRoot_NeutExt_VerbTerm	SC2_VRoot_NeutExt_VerbTerm
e_u_ku_phumelel_is_a_ini	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf
,	Punc	Punc	Punc	Punc
ku_fak_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
hlanga_ana	NStem_DimSuf	NStem_DimSuf	NStem_DimSuf	NStem_DimSuf
u_ku_hlangan_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre15_BPre15_VRoot_VerbTerm
a_ma_iri	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem	NPrePre6_BPre6_NStem
ama_bili	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem	AdjPref6_AdjStem
na_bajameli	AdvPre_NStem	AdvPre_NStem	AdvPre_NStem	AdvPre_BPre2_NStem
be_si_qhema	PossConc2a_BPre7_NStem	PossConc2a_BPre7_NStem	PossConc2a_BPre7_NStem	PossConc2a_BPre7_NStem
nga_si_nye	AdvPre_BPre7_AdjStem	AdvPre_BPre7_AdjStem	AdvPre_BPre7_AdjStem	AdvPre_BPre7_AdjStem
esi_sebenz_a	RelConc8_VRoot_VerbTerm	RelConc7_VRoot_VerbTerm	RelConc8_VRoot_VerbTerm	RelConc7_VRoot_VerbTerm
nga_i_mi_nqopho	AdvPre_NPrePre15_BPre4_NStem	AdvPre_NPrePre15_BPre4_NStem	AdvPre_NPrePre15_BPre4_NStem	AdvPre_NPrePre15_BPre4_NStem
nga_u_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm
i_bhoduluko	NPrePre4_NStem	NPrePre4_NStem	NPrePre4_NStem	NPrePre5_NStem
le_tuthuko	PossConc5_NStem	PossConc5_NStem	PossConc5_NStem	PossConc5_NStem
u_ku_basiza	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem
mayelana	NStem	NStem	NStem	NStem
na_m_tlamo	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem	AdvPre_BPre3_NStem	AdvPre_NPrePre1_BPre1_NStem
wa_u_ku_enz_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem	NPrePre3_BPre3_NStem
.	Punc	Punc	Punc	Punc
u_ku_hlanganyela	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_NStem	NPrePre15_BPre15_VRoot_VerbTerm
oku_hleliweko	RelConc15_NStem	RelConc15_NStem	RelConc15_NStem	RelConc15_VRoot_PassExt_NeutExt_VerbTerm
:	Punc	Punc	Punc	Punc
a_bo_masipala	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	NPrePre2a_BPre2a_NStem	RelConc2a_NStem
aba_nengi	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem	AdjPref2_AdjStem
a_ba_tjha	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	NPrePre2_BPre2_NStem	AdjPref2_AdjStem
ba_khulu	PossConc1a_AdjStem	PossConc1a_AdjStem	PossConc1a_AdjStem	PossConc1a_AdjStem
khulu	Adv	Adv	Adv	Adv
nga_u_ku_y_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm
ko_bungakho	PossConc15_NStem	AdvPre_NStem	PossConc15_NStem	PossConc2_BPre14_AdvPre_NStem
