morphemes	target	prediction
ba_tawu_bon_a	SC2_Fut_VRoot_VerbTerm	AuxVStem_Fut_Abbr_VerbTerm
kutsi	Conj	Conj
ngabe	Conj	Conj
in_kinga	BPre9_NStem	NPre9_NStem
se_yi_khul_e	ProgPre_OC9_VRoot_VerbTerm	PossConc7_CopPre_NStem_VerbTerm
ka_nga_kanani	AdvPre_AdvPre_Interrog	AdvPre_AdvPre_Interrog
.	Punc	Punc
loku	Dem15	Dem15
ku_bek_w_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_NegPre_CopPre_VerbTerm
e_<?unk?>_ini	LocPre_NStem_LocSuf	VerbTerm_NStem_LocSuf
leli_bon_is_a	RelConc5_VRoot_CausExt_VerbTerm	Dem5_Abbr_CausExt_VerbTerm
u_mu_nyaka	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
.	Punc	Punc
u_m_khandlu	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
u_nga_bit_a	SC3_AdvPre_VRoot_VerbTerm	NPrePre1a_AdvPre_NStem_VerbTerm
i_n_khundla	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
ya_laba_mel_e	PossConc9_RelConc2_VRoot_VerbTerm	PossConc9_Dem2_ProperName_VerbTerm
i_IDP	NPre9_Abbr	VerbTerm_Abbr
ku_tfol_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
ku_ti_bandzakany_a	BPre15_ReflPre_VRoot_VerbTerm	LocPre_BPre8_NStem_VerbTerm
loku_khulu	AdjPref15_AdjStem	Dem15_AdjStem
na_i_mi_bono	AdvPre_NPrePre4_BPre4_NStem	AdvPre_VerbTerm_BPre4_NStem
ya_u_mu_mango	PossConc4_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre3_NStem
.	Punc	Punc
le_n_khundla	Dem9_BPre9_NStem	RelConc4_BPre9_NStem
i_nga_fak_a	SC9_Pot_VRoot_VerbTerm	VerbTerm_AdvPre_NStem_VerbTerm
e_khatsi	LocPre_Adv	VerbTerm_Adv
e_ma_khansela	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
,	Punc	Punc
e_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_li_komidi	PossConc6_BPre5_NStem	VerbTerm_BPre5_NStem
ye_ba_phatsiswa	PossConc9_BPre2_NStem	PossConc4_AuxVStem_NStem
,	Punc	Punc
ti_sebenti	BPre8_NStem	BPre8_NStem
leti_phets_e	RelConc8_VRoot_VerbTerm	Dem10_NStem_VerbTerm
leti_phakam_ile	RelConc8_VRoot_Perf	Dem10_NStem_Perf
,	Punc	Punc
e_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
e_li_komidi	PossConc6_BPre5_NStem	VerbTerm_BPre5_NStem
ya_li_wadi	PossConc9_BPre5_NStem	PossConc9_BPre5_NStem
kanye	Conj	Conj
na_laba_<?unk?>	AdvPre_Dem2_NStem	AdvPre_Dem2_NStem
e_ma_cembu	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
la_tsints_ek_a_ko	RelConc6_VRoot_NPas_VerbTerm_RelSuf	PossConc5_Abbr_NPas_VerbTerm_PronStem15
la_hlel_ek_ile	SC5_VRoot_NeutExt_Perf	PossConc5_NStem_NPas_Perf
,	Punc	Punc
ba_holi	BPre2_NStem	AuxVStem_NStem
ba_i_n_dzabuko	PossConc2_NPrePre9_BPre9_NStem	AuxVStem_VerbTerm_BPre9_NStem
na_ba_ntfu	AdvPre_BPre2_NStem	AdvPre_AuxVStem_NStem
laba_tin_sita	RelConc2_NPre9_NStem	Dem2_BPre10_NStem
.	Punc	Punc
lesi_akhiwo	Dem7_NStem	Dem7_NStem
si_chub_a	SC7_VRoot_VerbTerm	BPre7_PossConc8_VerbTerm
ku_khulum_is_an_a	CopPre_VRoot_CausExt_RecipExt_VerbTerm	LocPre_Abbr_CausExt_RecipExt_VerbTerm
na_ku_tsats_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_LocPre_NStem_VerbTerm
ti_ncumo	BPre8_NStem	BPre8_NStem
nge_ku_bamb_is_an_a	AdvPre_SC15_VRoot_CausExt_RecipExt_VerbTerm	AdvPre_LocPre_Abbr_CausExt_RecipExt_VerbTerm
ku_IDP	LocPre_Abbr	LocPre_Abbr
.	Punc	Punc
i_n_khundla	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
le_mel_e	PossConc5_VRoot_VerbTerm	RelConc4_ProperName_VerbTerm
i_IDP	NPre9_Abbr	VerbTerm_Abbr
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
ku_be	SC15_AuxVStem	LocPre_AuxVStem
yi_in_hlangano	CopPre_BPre9_NStem	CopPre_NPre9_NStem
le_nga_gucuk_i	PossConc5_NegPre_Intrans_VerbTerm	RelConc4_AdvPre_NStem_VerbTerm
,	Punc	Punc
le_ne_m_sebenti	RelConc9_AdvPre_BPre3_NStem	RelConc4_Ideoph_BPre3_NStem
we_ku_<?unk?>	PossConc3_NPre15_NStem	PossConc3_LocPre_NStem
ku_sebent_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
nga_i_si_khatsi	AdvPre_NPrePre7_BPre7_NStem	AdvPre_VerbTerm_BPre7_Adv
se_si_<?unk?>	PossConc7_NPre7_NStem	PossConc7_BPre7_NStem
se_IDP	PossConc7_Abbr	PossConc7_Abbr
.	Punc	Punc
le_mi_<?unk?>	Dem4_BPre4_NStem	RelConc4_BPre4_NStem
i_dzing_e_kitsi	SC4_VRoot_VerbTerm_PronStem1pp	VerbTerm_Num_VerbTerm_PronStem1pp
kutsi	Conj	Conj
ku_phawul_w_e	SC15_VRoot_PassExt_VerbTerm	LocPre_NStem_CopPre_VerbTerm
ti_dzingo	NPre8_NStem	BPre8_NStem
ta_u_mu_mango	PossConc8_NPrePre3_BPre3_NStem	PossConc8_NPrePre1a_BPre3_NStem
.	Punc	Punc
le_mi_niningwane	PossConc5_BPre4_NStem	RelConc4_BPre4_NStem
i_fak_a	SC4_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
e_khatsi	LocPre_Adv	VerbTerm_Adv
ti_<?unk?>	BPre8_NStem	BPre8_NStem
na_mi_biko	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem
,	Punc	Punc
loku_niket_a	RelConc15_VRoot_VerbTerm	Dem15_Abbr_VerbTerm
li_nge_muva	BPre5_AdvPre_Adv	BPre5_AdvPre_Adv
nga_li_wadi	AdvPre_BPre5_NStem	AdvPre_BPre5_NStem
.	Punc	Punc
<?unk?>	Abbr	NStem
<?unk?>	ProperName	NStem
u_tseng_e	SC1_VRoot_VerbTerm	NPrePre1a_NStem_VerbTerm
i_n_ndlu	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
kantsi	Conj	Conj
u_fun_a	SC2_VRoot_VerbTerm	NPrePre1a_NStem_VerbTerm
ku_<?unk?>_el_w_a	BPre15_VRoot_ApplExt_PassExt_VerbTerm	LocPre_NStem_ApplExt_CopPre_VerbTerm
gezi	NStem	NStem
.	Punc	Punc
u_y_a	SC1_VRoot_VerbTerm	NPrePre1a_CopPre_VerbTerm
ku_masipala	LocPre_NStem	LocPre_NStem
ku_ye_wu_gcwal_is_a	SC15_Pres_OC3_VRoot_CausExt_VerbTerm	LocPre_PossConc4_SC3_AdvPre_CausExt_VerbTerm
e_ma_fomu	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
bese	Conj	Conj
i_khokh_a	SC4_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
i_<?unk?>	NPrePre4_NStem	VerbTerm_NStem
.	Punc	Punc
na_ke_fik_a	AdvPre_AdvPre_VRoot_VerbTerm	AdvPre_Adv_Adv_VerbTerm
u_<?unk?>	NPrePre1a_NStem	NPrePre1a_NStem
la_yi_ni	SC5_CopPre_Interrog	PossConc5_CopPre_Interrog
lo_<?unk?>	Dem3_NStem	PronStem5_NStem
bese	Conj	Conj
u_<?unk?>	NPrePre1a_NStem	NPrePre1a_NStem
ku_layini	LocPre_NStem	LocPre_NStem
.	Punc	Punc
ti_sebenti	BPre8_NStem	BPre8_NStem
ta_ka_masipala	PossConc8_PossKA_NStem	PossConc8_AdvPre_NStem
ti_fundza	BPre8_NStem	BPre8_NStem
li_phepha	BPre5_NStem	BPre5_NStem
ti_<?unk?>	BPre10_NStem	BPre8_NStem
ne_<?unk?>	AdvPre_NStem	Ideoph_NStem
.	Punc	Punc
ba_ntfu	BPre2_NStem	AuxVStem_NStem
laba_se_layini_ni	RelConc2a_NegPre_NStem_LocSuf	Dem2_PossConc7_NStem_Interrog
ba_ya_khonon_a	SC2_Pres_VRoot_VerbTerm	AuxVStem_PossConc9_NStem_VerbTerm
ko_dvwa	QuantConc15_QuantStem	PronStem15_QuantStem
b_a_tjelwa	PossConc14_LocPre_NStem	Foreign_VerbTerm_NStem
kutsi	Conj	Conj
ti_sebenti	BPre8_NStem	BPre8_NStem
ti_ne_li_lungelo	BPre8_AdvPre_BPre8_NStem	BPre8_Ideoph_BPre5_NStem
la_ku_tsats_a	PossConc5_BPre15_VRoot_VerbTerm	PossConc5_LocPre_NStem_VerbTerm
'	Punc	Punc
li_<?unk?>	BPre5_NStem	BPre5_NStem
la_ku_nats_a	PossConc5_OC15_VRoot_VerbTerm	PossConc5_LocPre_NStem_VerbTerm
<?unk?>	NStem	NStem
'	Punc	Punc
.	Punc	Punc
uma	Conj	Conj
e_ma_awa	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
la_ma_tsatfu	PossConc5_AdjPref6_AdjStem	PossConc5_BPre6_AdjStem
bese	Conj	Conj
ku_b_a	BPre15_VRoot_VerbTerm	LocPre_Foreign_VerbTerm
si_khatsi	BPre7_NStem	BPre7_Adv
se_i_si_<?unk?>	PossConc7_NPrePre7_BPre7_NStem	PossConc7_VerbTerm_BPre7_NStem
s_a_<?unk?>	PossConc7_LocPre_NStem	PossConc7_VerbTerm_NStem
.	Punc	Punc
nga	AdvPre	AdvPre
<?unk?>	Num	NStem
si_ya_buy_a	SC7_Pres_VRoot_VerbTerm	BPre7_PossConc9_NStem_VerbTerm
nga_le_si_khatsi	AdvPre_Dem7_BPre7_NStem	AdvPre_RelConc4_BPre7_Adv
se_ku_fik_a	PossConc7_OC7_VRoot_VerbTerm	PossConc7_LocPre_Adv_VerbTerm
si_khatsi	BPre7_NStem	BPre7_Adv
si_akh_e	SC1_VRoot_VerbTerm	BPre7_Conj_VerbTerm
be_s_e_ku_<?unk?>	PossConc2_PreLoc-s_LocPre_BPre15_NStem	AuxVStem_PossConc7_VerbTerm_LocPre_NStem
.	Punc	Punc
sebent_is_a	VRoot_CausExt_VerbTerm	VRoot_CausExt_VerbTerm
u_mu_buto	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
we_sibili	PossConc3_NStem	PossConc3_NStem
,	Punc	Punc
u_tsats_e	SC2ps_VRoot_VerbTerm	NPrePre1a_NStem_VerbTerm
tin_phendvulo	BPre10_NStem	BPre10_NStem
.	Punc	Punc
ku_akh_iw_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_Conj_PassExt_VerbTerm
kwa_lu_hlelo	PossConc15_BPre11_NStem	PossConc15_BPre11_NStem
lwa_in_tfutfuko	PossConc11_NPre9_NStem	PossConc11_NPre9_NStem
lolu_bumb_an_ile	RelConc11_VRoot_RecipExt_Perf	Dem11_Foreign_RecipExt_Perf
ngu_u_mu_sebenti	CopPre_NPrePre3_BPre3_NStem	CopPre_NPrePre1a_BPre3_NStem
wa_hulumende	PossConc3_NStem	PossConc3_NStem
wa_s_e_khaya	PossConc1a_PreLoc-s_LocPre_NStem	PossConc3_PossConc7_VerbTerm_NStem
.	Punc	Punc
leti_n_hlelo	Dem10_NPre10_NStem	Dem10_BPre9_NStem
ti_tawu_lets_a	SC10_Fut_VRoot_VerbTerm	BPre8_Fut_Conj_VerbTerm
i_n_gucuko	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
ya_e_ma_dolobha	PossConc9_NPrePre6_BPre6_NStem	PossConc9_VerbTerm_BPre6_NStem
lama_ncane	AdjPref6_AdjStem	AdjPref6_AdjStem
na_lama_khulu	AdvPre_AdjPref6_AdjStem	AdvPre_AdjPref6_AdjStem
kanye	Conj	Conj
na_n_dlela	AdvPre_BPre9_NStem	AdvPre_BPre9_NStem
ya_in_phatfo	PossConc9_NPre9_NStem	PossConc9_NPre9_NStem
,	Punc	Punc
njengoba	Conj	Conj
i_n_chubo	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
ya_IDP	PossConc9_Abbr	PossConc9_Abbr
i_<?unk?>_e	SC9_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
ku_fik_a	BPre15_VRoot_VerbTerm	LocPre_Adv_VerbTerm
e_ti_ncumo_ini	LocPre_BPre8_NStem_LocSuf	VerbTerm_BPre8_NStem_LocSuf
e_tin_tfo_ini	LocPre_BPre10_NStem_LocSuf	VerbTerm_BPre10_NStem_LocSuf
leti_njenga_li_phakelotimali	RelConc10_AdvPre_BPre5_NStem	Dem10_AdvPre_BPre5_NStem
la_masipala	PossConc5_NStem	PossConc5_NStem
,	Punc	Punc
ku_lawul_w_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_CopPre_CopPre_VerbTerm
kwa_u_mu_hlaba	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre1a_BPre3_NStem
,	Punc	Punc
ku_tfutfuk_is_w_a	BPre15_VRoot_CausExt_PassExt_VerbTerm	LocPre_Conj_CausExt_CopPre_VerbTerm
kwa_u_mu_notfo	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre1a_BPre3_NStem
we_in_dzawo	PossConc3_NPre9_NStem	PossConc3_NPre9_NStem
na_tin_gucuko	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem
ta_si_gungu	PossConc10_BPre7_NStem	PossConc8_BPre7_NStem
.	Punc	Punc
e_ku_enta_ini	LocPre_BPre15_NStem_LocSuf	VerbTerm_LocPre_NStem_LocSuf
i_mi_sebenti	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_khe	PossConc4_PronStem1	PossConc9_PronStem1
,	Punc	Punc
hulumende	NStem	NStem
wa_s_e_khaya	PossConc1a_PreLoc-s_LocPre_NStem	PossConc3_PossConc7_VerbTerm_NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
a_hlelemb_is_e	SC6_VRoot_CausExt_VerbTerm	VerbTerm_NStem_CausExt_VerbTerm
,	Punc	Punc
a_<?unk?>_e	SC6_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
tin_hlelo	BPre10_NStem	BPre10_NStem
na_tin_dlelasu	AdvPre_NPre10_NStem	AdvPre_BPre10_AdjStem
na_leti_nye	AdvPre_AdjPref10_AdjStem	AdvPre_Dem10_AdjStem
tin_hlangotsi	BPre10_NStem	BPre10_NStem
ta_hulumende	BPre10_NStem	PossConc8_NStem
.	Punc	Punc
lesi_fundvo	Dem7_NStem	Dem7_NStem
nga_loku_ent_ek_a	AdvPre_RelConc15_VRoot_NeutExt_VerbTerm	AdvPre_Dem15_Adv_NPas_VerbTerm
si_khany_is_a	SC7_VRoot_CausExt_VerbTerm	BPre7_NStem_CausExt_VerbTerm
la_ma_nye	PossConc5_AdjPref6_AdjStem	PossConc5_BPre6_AdjStem
e_ma_<?unk?>	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
la_<?unk?>_a	RelConc6_VRoot_VerbTerm	PossConc5_NStem_VerbTerm
ku_buyeket_w_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_NStem_CopPre_VerbTerm
kwa_i_n_chubo	PossConc15_NPrePre9_BPre9_NStem	PossConc15_VerbTerm_BPre9_NStem
e_n_dzawo_ini	LocPre_NPre9_NStem_LocSuf	VerbTerm_BPre9_NStem_LocSuf
ya_masipala	PossConc9_NStem	PossConc9_NStem
wa_s_e_<?unk?>	PossConc1a_PreLoc-s_LocPre_ProperName	PossConc3_PossConc7_VerbTerm_NStem
.	Punc	Punc
ngu_ma_phi	CopPre_BPre6_EnumStem	CopPre_BPre6_Interrog
e_ma_<?unk?>	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
<?unk?>_setjentis_w_a	RelConc6_VRoot_PassExt_VerbTerm	NStem_SC6_CopPre_VerbTerm
e_in_chubo_ini	LocPre_NPre9_NStem_LocSuf	VerbTerm_NPre9_NStem_LocSuf
ya_ku_lawul_a	PossConc9_OC15_VRoot_VerbTerm	PossConc9_LocPre_CopPre_VerbTerm
i_mi_sebenti	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_si_khashana	PossConc4_BPre7_NStem	PossConc9_BPre7_NStem
?	Punc	Punc
e_ma_cembu	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_tfol_a	SC6_VRoot_VerbTerm	VerbTerm_VRoot_VerbTerm
lu_hlelo	BPre11_NStem	BPre11_NStem
lwa_ku_sebent_a	PossConc11_OC15_VRoot_VerbTerm	PossConc11_LocPre_VRoot_VerbTerm
lolu_nga_ka_bhal_el_w_a	RelConc11_NegPre_ExclNeg_VRoot_ApplExt_PassExt_VerbTerm	Dem11_AdvPre_AdvPre_Adv_ApplExt_CopPre_VerbTerm
,	Punc	Punc
ba_cedz_el_a	SC2_VRoot_ApplExt_VerbTerm	AuxVStem_NStem_ApplExt_VerbTerm
u_mu_sebenti	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
2	Num	Num
.	Punc	Punc
kwe_sibili	PossConc15_NStem	PossConc15_NStem
,	Punc	Punc
nge_ku_cinisek_is_a	AdvPre_BPre15_Intrans_CausExt_VerbTerm	AdvPre_LocPre_Adv_CausExt_VerbTerm
kutsi	Conj	Conj
laba_ngen_el_e	RelConc2_VRoot_ApplExt_VerbTerm	Dem2_Adv_ApplExt_VerbTerm
ti_fundvo	BPre8_NStem	BPre8_NStem
ku_i_n_chubo	LocPre_NPrePre9_BPre9_NStem	LocPre_VerbTerm_BPre9_NStem
ye_CBP	PossConc9_Abbr	PossConc4_Abbr
ba_<?unk?>	PossConc2_NStem	AuxVStem_NStem
ku_mi_cimbi	LocPre_BPre4_NStem	LocPre_BPre4_NStem
ye_IDP	PossConc4_Abbr	PossConc4_Abbr
nga_phasi	AdvPre_NStem	AdvPre_Adv
kwe_ti_akhiwo	PossConc15_BPre8_NStem	PossConc15_BPre8_NStem
na_tin_chubo	AdvPre_BPre10_NStem	AdvPre_BPre10_NStem
leti_vele	RelConc8_NStem	Dem10_AuxVStem
ti_niket_w_e	BPre10_VRoot_PassExt_VerbTerm	BPre8_Abbr_CopPre_VerbTerm
i_n_dzawo	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
ku_n_dlela	LocPre_BPre9_NStem	LocPre_BPre9_NStem
ye_IDP	PossConc9_Abbr	PossConc4_Abbr
le_cukats_w_e	RelConc9_VRoot_PassExt_VerbTerm	RelConc4_NStem_CopPre_VerbTerm
ku_mu_culu	LocPre_BPre3_NStem	LocPre_BPre3_Foreign
we_n_khomba	PossConc1a_BPre9_NStem	PossConc3_BPre9_NStem
ye_IDP	PossConc9_Abbr	PossConc4_Abbr
,	Punc	Punc
i_ka_khulukati	BPre9_AdvPre_Adv	VerbTerm_AdvPre_Adv
ku_si_gungu	BPre17_BPre7_NStem	LocPre_BPre7_NStem
se_ku_mel_el_a	PossConc7_BPre15_VRoot_ApplExt_VerbTerm	PossConc7_LocPre_ProperName_ApplExt_VerbTerm
s_e_IDP	PreLoc-s_LocPre_Abbr	PossConc7_VerbTerm_Abbr
kanye	Adv	Conj
na_e_ma_tsimba	AdvPre_NPrePre6_BPre6_NStem	AdvPre_VerbTerm_BPre6_NStem
e_ku_sebent_a	LocPre_BPre15_VRoot_VerbTerm	VerbTerm_LocPre_VRoot_VerbTerm
a_mi_klamo	PossConc6_BPre4_NStem	VerbTerm_BPre4_NStem
.	Punc	Punc
ku_lawul_a	BPre15_VRoot_VerbTerm	LocPre_CopPre_VerbTerm
ku_sebent_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
li_thulusi	NPre5_NStem	BPre5_NStem
leli_nga_setjentis_el_w_a	RelConc5_Pot_VRoot_ApplExt_PassExt_VerbTerm	Dem5_AdvPre_SC6_ApplExt_CopPre_VerbTerm
ku_sit_a	BPre15_VRoot_VerbTerm	LocPre_NStem_VerbTerm
e_ku_cinisek_is_a_ini	LocPre_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VerbTerm_LocPre_Adv_CausExt_VerbTerm_LocSuf
kwe_tful_w_a	BPre15_VRoot_PassExt_VerbTerm	PossConc15_Num_CopPre_VerbTerm
kwe_tin_sita	PossConc15_BPre10_NStem	PossConc15_BPre10_NStem
loku_ncono	RelConc15_NStem	Dem15_NStem
kanye	Conj	Conj
na_ku_ent_a	AdvPre_OC15_VRoot_VerbTerm	AdvPre_LocPre_Adv_VerbTerm
ncono	Adv	NStem
ku_sebent_a	BPre15_VRoot_VerbTerm	LocPre_VRoot_VerbTerm
e_mu_khicito_ini	LocPre_BPre3_NStem_LocSuf	VerbTerm_BPre3_NStem_LocSuf
na_ku_<?unk?>	AdvPre_LocPre_NStem	AdvPre_LocPre_NStem
.	Punc	Punc
kwa_si_tsatfu	PossConc15_BPre7_NStem	PossConc15_BPre7_AdjStem
,	Punc	Punc
tin_tfo	BPre10_NStem	BPre10_NStem
leti_phambili	RelConc10_Adv	Dem10_Adv
ta_ku_enget_w_a	PossConc10_OC15_VRoot_PassExt_VerbTerm	PossConc8_LocPre_NStem_CopPre_VerbTerm
na_ku_tfutfuk_is_a	AdvPre_BPre15_VRoot_CausExt_VerbTerm	AdvPre_LocPre_Conj_CausExt_VerbTerm
tin_sita	BPre10_NStem	BPre10_NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
ti_ncum_w_e	SC10_VRoot_PassExt_VerbTerm	BPre8_NStem_CopPre_VerbTerm
.	Punc	Punc
ngemuva	Adv	Adv
kwekutsi	Conj	Conj
be_tful_e	OC2_VRoot_VerbTerm	AuxVStem_Num_VerbTerm
i_mi_phumela	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ya_bo	PossConc4_PronStem14	PossConc9_PronStem2
e_mu_hlangano_ini	LocPre_BPre3_NStem_LocSuf	VerbTerm_BPre3_NStem_LocSuf
lo_vul_ek_ile	RelConc3_VRoot_NPas_Perf	PronStem5_NStem_NPas_Perf
,	Punc	Punc
i_ehlukan_an_i	SC9_VRoot_RecipExt_VerbTerm	VerbTerm_Adv_RecipExt_VerbTerm
nga_e_ma_cembu	AdvPre_NPrePre6_BPre6_NStem	AdvPre_VerbTerm_BPre6_NStem
lama_ncane	AdjPref6_AdjStem	AdjPref6_AdjStem
la_fan_a_ko	RelConc6_VRoot_VerbTerm_RelSuf	PossConc5_VRoot_VerbTerm_PronStem15
bese	Conj	Conj
u_niket_a	SC2ps_VRoot_VerbTerm	NPrePre1a_Abbr_VerbTerm
lelo	Dem5	Dem5
na_lelo	AdvPre_Dem5	AdvPre_Dem5
cembu	NStem	NStem
lu_hlu	BPre11_NStem	BPre11_NStem
lwa_si_cinisekiso	PossConc11_BPre7_NStem	PossConc11_BPre7_NStem
i_m_phahla	NPrePre9_BPre3_NStem	VerbTerm_BPre3_Conj
lolu_nge_na_lu_tfo	RelConc11_NegPre_AdvPre_BPre11_NStem	Dem11_AdvPre_AdvPre_BPre11_NStem
.	Punc	Punc
laba_ngen_el_e	RelConc2_VRoot_ApplExt_VerbTerm	Dem2_Adv_ApplExt_VerbTerm
ti_fundvo	BPre8_NStem	BPre8_NStem
ku_mel_e	SC15_VRoot_VerbTerm	LocPre_ProperName_VerbTerm
ba_gcwal_is_e	PossConc2_VRoot_CausExt_VerbTerm	AuxVStem_AdvPre_CausExt_VerbTerm
lolu_hlu	Dem11_NStem	Dem11_NStem
lwa_si_cinisekiso	PossConc11_BPre7_NStem	PossConc11_BPre7_NStem
macondzana	Conj	NStem
ne_li_cembu	AdvPre_BPre5_NStem	Ideoph_BPre5_NStem
li_nye	AdjPref5_AdjStem	BPre5_AdjStem
la_tin_hlalakahle	PossConc5_NPre10_NStem	PossConc5_BPre10_Adv
e_wadi_ini	LocPre_NStem_LocSuf	VerbTerm_NStem_LocSuf
la_bo	PossConc5_PronStem2	PossConc5_PronStem2
.	Punc	Punc
ku_sungul_w_a	BPre15_VRoot_PassExt_VerbTerm	LocPre_NStem_CopPre_VerbTerm
kwa_i_mi_khandlu	PossConc15_NPrePre4_BPre4_NStem	PossConc15_VerbTerm_BPre4_NStem
ye_AIDS	PossConc4_ProperName	PossConc4_ProperName
ya_i_n_dzawo	PossConc4_NPrePre9_BPre9_NStem	PossConc9_VerbTerm_BPre9_NStem
.	Punc	Punc
si_<?unk?>	BPre7_NStem	BPre7_NStem
-	Punc	Punc
ku_sebent_is_an_a	BPre15_VRoot_CausExt_RecipExt_VerbTerm	LocPre_VRoot_CausExt_RecipExt_VerbTerm
na_bo	AdvPre_PronStem2	AdvPre_PronStem2
bo_nkhe	QuantConc2_QuantStem	PronStem2_QuantStem
laba_tsints_ek_a_ko	RelConc2_VRoot_NeutExt_VerbTerm_RelSuf	Dem2_Abbr_NPas_VerbTerm_PronStem15
ku_mis_el_w_e	SC15_VRoot_ApplExt_PassExt_VerbTerm	LocPre_Conj_ApplExt_CopPre_VerbTerm
e_ku_hloniph_anan_a_ini	LocPre_OC15_VRoot_Ass_VerbTerm_LocSuf	VerbTerm_LocPre_NStem_NStem_VerbTerm_LocSuf
,	Punc	Punc
ku_lingan_a	BPre15_VRoot_VerbTerm	LocPre_Abbr_VerbTerm
kanye	Conj	Conj
na_si_<?unk?>	AdvPre_BPre7_NStem	AdvPre_BPre7_NStem
.	Punc	Punc
sodolobha	NStem	NStem
<?unk?>	ProperName	NStem
<?unk?>	ProperName	NStem
wa_masipala	PossConc1a_NStem	PossConc3_NStem
wa_s_e_<?unk?>	PossConc1_PreLoc-s_LocPre_ProperName	PossConc3_PossConc7_VerbTerm_NStem
e_si_fundza_ini	LocPre_BPre7_NStem_LocSuf	VerbTerm_BPre7_NStem_LocSuf
sa_s_e_<?unk?>	PossConc7_PreLoc-s_LocPre_NStem	PossConc7_PossConc7_VerbTerm_NStem
<?unk?>	ProperName	NStem
wa_cal_a	SC1a_VRoot_VerbTerm	PossConc3_NStem_VerbTerm
nga_<?unk?>	AdvPre_NStem	AdvPre_NStem
<?unk?>	Num	NStem
.	Punc	Punc
nga_i_si_khatsi	AdvPre_NPrePre7_BPre7_NStem	AdvPre_VerbTerm_BPre7_Adv
a_cal_a	SC1_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
e_hhovisi	LocPre_NStem	VerbTerm_Adv
masipala	NStem	NStem
be_ka_<?unk?>_a	ProgPre_OC1_VRoot_VerbTerm	AuxVStem_AdvPre_NStem_VerbTerm
i_<?unk?>	NPre9_ProperName	VerbTerm_NStem
<?unk?>	Foreign	NStem
i_mali	NPre9_NStem	VerbTerm_NStem
le_nyenti	PossConc5_NStem	RelConc4_AdjStem
.	Punc	Punc
nga_muva	AdvPre_Adv	AdvPre_Adv
kwa_tin_nyanga	PossConc10_BPre10_NStem	PossConc15_BPre10_AdvPre
leti_mbalwa	RelConc10_RelStem	Dem10_RelStem
a_cal_ile	SC1a_VRoot_Perf	VerbTerm_NStem_Perf
si_<?unk?>	BPre7_NStem	BPre7_NStem
sa_cedz_w_a	SC7_VRoot_PassExt_VerbTerm	PossConc7_NStem_CopPre_VerbTerm
