morphemes	target	prediction
a_ma_lungiselelo	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
wo_imtlamo	PossConc6_NStem	PronStem3_NStem
.	Punc	Punc
njenga_omu_bana	AdvPre_AdjPref1_AdjStem	AdvPre_AdjPref3_AdjStem
i_nani	NPrePre5_NStem	VerbTerm_NStem
la_i_mi_sebenzi	PossConc5_NPrePre4_BPre4_NStem	Dem16_VerbTerm_BPre4_NStem
ye_koro	PossConc4_NStem	PossConc4_NStem
e_hlelek_ile_ko	RelConc9_VRoot_Perf_RelSuf	VerbTerm_NPrePre8_Perf_RelSuf
ne_nga_ka_hlel_ek_i	AdvPre_NegCopPre_OC9_VRoot_NeutExt_VerbTerm	AdvPre_AdvPre_AdvPre_NStem_NeutExt_VerbTerm
li_khuphuk_a	SC5_VRoot_VerbTerm	BPre5_NStem_VerbTerm
nje	Adv	Adv
,	Punc	Punc
a_ma_hlelo	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
wa_i_mi_sebenzi	PossConc3_NPrePre4_BPre4_NStem	PossConc1a_VerbTerm_BPre4_NStem
ya_u_mu_phakathi	PossConc4_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre1_Adv
a_nga_phungul_w_a	SC6_Pot_VRoot_PassExt_VerbTerm	VerbTerm_AdvPre_NStem_PossConc1a_VerbTerm
.	Punc	Punc
u_m_lamuli	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_NStem
ku_mel_e	SC15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
a_hlaziy_e	SC6_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
u_m_raro	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_Adv
.	Punc	Punc
i_komidi	NPrePre4_NStem	VerbTerm_NStem
ye_wadi	PossConc4_NStem	PossConc4_NStem
na_aba_nye	AdvPre_AdjPref2_AdjStem	Interrog_RelConc2_AdjStem
a_ba_ntu	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
e_ku_nga_enz_ek_a	LocPre_SC15_AdvPre_VRoot_NeutExt_VerbTerm	VerbTerm_BPre15_AdvPre_VRoot_NeutExt_VerbTerm
ba_bandakany_ek_e	PossConc1a_VRoot_NeutExt_VerbTerm	PossConc2_NStem_NeutExt_VerbTerm
e_u_ku_phumelel_is_a_ini	LocPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm_LocSuf	VerbTerm_NPrePre1a_BPre15_NStem_CausExt_VerbTerm_LocSuf
,	Punc	Punc
ku_fak_a	BPre15_VRoot_VerbTerm	BPre15_VRoot_VerbTerm
hlanga_ana	NStem_DimSuf	NStem_DimSuf
u_ku_hlangan_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem_VerbTerm
a_ma_iri	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
ama_bili	AdjPref6_AdjStem	AdjPref6_NStem
na_<?unk?>	AdvPre_NStem	Interrog_Foreign
be_si_qhema	PossConc2a_BPre7_NStem	PossConc2_BPre7_NStem
nga_si_nye	AdvPre_BPre7_AdjStem	AdvPre_BPre7_AdjStem
esi_sebenz_a	RelConc8_VRoot_VerbTerm	RelConc7_Adv_VerbTerm
nga_i_mi_nqopho	AdvPre_NPrePre15_BPre4_NStem	AdvPre_VerbTerm_BPre4_NStem
nga_u_ku_sebenz_is_a	AdvPre_NPrePre15_BPre15_VRoot_CausExt_VerbTerm	AdvPre_NPrePre1a_BPre15_Adv_CausExt_VerbTerm
i_bhoduluko	NPrePre4_NStem	VerbTerm_NStem
le_tuthuko	PossConc5_NStem	Dem9_NStem
u_ku_<?unk?>	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_Foreign
mayelana	NStem	NStem
na_m_tlamo	AdvPre_BPre3_NStem	Interrog_BPre3_NStem
wa_u_ku_enz_a	PossConc3_NPrePre15_BPre15_VRoot_VerbTerm	PossConc1a_NPrePre1a_BPre15_VRoot_VerbTerm
u_mu_sebenzi	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
.	Punc	Punc
u_ku_hlanganyela	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_VerbTerm
oku_<?unk?>	RelConc15_NStem	RelConc15_Foreign
:	Punc	Punc
a_bo_masipala	NPrePre2a_BPre2a_NStem	VerbTerm_PossConc2_NStem
aba_nengi	AdjPref2_AdjStem	RelConc2_AdjStem
a_ba_tjha	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
ba_khulu	PossConc1a_AdjStem	PossConc2_Adv
khulu	Adv	Adv
nga_u_ku_y_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre1a_BPre15_PossConc9_VerbTerm
ko_<?unk?>	PossConc15_NStem	RelSuf_Foreign
be_si_qhema	PossConc2_BPre7_NStem	PossConc2_BPre7_NStem
sa_a_ba_ntu	PossConc7_NPrePre2_BPre2_NStem	PossConc7_VerbTerm_PossConc2_NStem
aba_phil_a	RelConc2_VRoot_VerbTerm	RelConc2_NStem_VerbTerm
ndawonye	Adv	Adv
begodu	Conj	Conj
na_i_n_ndawo	AdvPre_NPrePre9_BPre9_NStem	Interrog_VerbTerm_BPre9_NStem
u_ku_vum_el_a	NPrePre15_BPre15_VRoot_ApplExt_VerbTerm	NPrePre1a_BPre15_NStem_ApplExt_VerbTerm
u_ku_hlanganyel_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem_VerbTerm
oku_nqoph_ile_ko	RelConc15_VRoot_Perf_RelSuf	RelConc15_NStem_Perf_RelSuf
ne_nengi	AdvPre_AdjStem	AdvPre_AdjStem
la_u_mu_phakathi	PossConc5_NPrePre3_BPre3_NStem	Dem16_NPrePre1a_BPre1_Adv
e_m_tlamo_eni	LocPre_BPre3_NStem_LocSuf	VerbTerm_BPre3_NStem_LocSuf
<?unk?>	NStem	Foreign
we_e_n_dlela	PossConc3_LocPre_BPre9_NStem	PossConc3_VerbTerm_BPre9_NStem
ze_kambiso	PossConc8_NStem	Pres_NStem
.	Punc	Punc
u_ku_hlanganyela	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_VerbTerm
e_m_tlamo_eni	LocPre_BPre3_NStem_LocSuf	VerbTerm_BPre3_NStem_LocSuf
wa_tuthuko	PossConc1a_NStem	PossConc1a_NStem
<?unk?>_iw_e	VRoot_PassExt_VerbTerm	Foreign_PassExt_VerbTerm
nga_u_ku_zeleko	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre1a_BPre15_NStem
,	Punc	Punc
nga_i_banga	AdvPre_NPrePre5_NStem	AdvPre_VerbTerm_NStem
la_lokho	SC5_Dem15	Dem16_Dem15
,	Punc	Punc
ku_ding_ek_a	BPre15_VRoot_NeutExt_VerbTerm	BPre15_Pres_NeutExt_VerbTerm
i_mi_thetjho_ana	NPrePre4_BPre4_NStem_DimSuf	VerbTerm_BPre4_NStem_DimSuf
e_cac_ile_ko	RelConc9_VRoot_Perf_RelSuf	VerbTerm_Adv_Perf_RelSuf
begodu	Conj	Conj
ne_e_n_kambiso	AdvPre_LocPre_BPre3_NStem	AdvPre_VerbTerm_BPre9_NStem
ezi_<?unk?>_a_ko	RelConc15_VRoot_VerbTerm_RelSuf	RelConc10_Foreign_VerbTerm_RelSuf
ba_nyana	BPre2_NStem	PossConc2_NStem
ngu_bani	CopPre_NStem	CopPre_NStem
oku_mel_e	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm
a_hlanganyel_e	SC6_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
namkha	Conj	Conj
oku_mel_e	RelConc15_VRoot_VerbTerm	RelConc15_VRoot_VerbTerm
a_thint_w_e	SC6_VRoot_PassExt_VerbTerm	VerbTerm_Dem9_PossConc1a_VerbTerm
esi_khundla_ini	BPre7_NStem_LocSuf	RelConc7_NStem_LocSuf
sa_<?unk?>	PossConc1a_NStem	PossConc7_Foreign
,	Punc	Punc
ngayiphi	Interrog	Interrog
i_n_daba	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
,	Punc	Punc
<?unk?>	Interrog	Foreign
i_in_dlela	NPrePre10_NPre10_NStem	VerbTerm_Foreign_NStem
ze_hlangano	Pres_NStem	Pres_NStem
za_u_ku_enz_a	PossConc10_NPrePre15_BPre15_VRoot_VerbTerm	PossConc10_NPrePre1a_BPre15_VRoot_VerbTerm
,	Punc	Punc
ngayiphi	Interrog	Interrog
i_n_dlela	NPrePre9_BPre9_NStem	VerbTerm_BPre9_NStem
e_phumelel_is_a_ko	LocPre_VRoot_CausExt_VerbTerm_RelSuf	VerbTerm_NStem_CausExt_VerbTerm_RelSuf
.	Punc	Punc
u_m_thethosisekelo	NPrePre3_BPre3_NStem	NPrePre1a_BPre3_Adv
u_bek_a	SC3_VRoot_VerbTerm	NPrePre1a_NStem_VerbTerm
i_im_funeko	NPrePre10_BPre10_NStem	VerbTerm_BPre4_NStem
ezin_bili	AdjPref10_AdjStem	AdjPref10_NStem
ezi_si_sekelo	RelConc10_BPre7_NStem	RelConc10_BPre7_NStem
sa_u_ku_enz_a	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	PossConc7_NPrePre1a_BPre15_VRoot_VerbTerm
u_mu_thetho	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
ka_masipala	PossKA_NStem	AdvPre_NStem
.	Punc	Punc
kwa_u_ku_thom_a	PossConc15_NPrePre15_BPre15_VRoot_VerbTerm	PossConc15_NPrePre1a_BPre15_NStem_VerbTerm
,	Punc	Punc
u_mu_thetho	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
ka_masipala	PossKA_NStem	AdvPre_NStem
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
u_b_e	SC2_VRoot_VerbTerm	NPrePre1a_SC2_VerbTerm
ne_sekelo	AdvPre_NStem	AdvPre_NStem
la_a_ma_khansela	PossConc7_NPrePre6_BPre6_NStem	Dem16_VerbTerm_BPre6_NStem
wo_ke	QuantConc6_QuantStem	PronStem3_Conj
begodu	Conj	Conj
kwa_esi_bili	PossConc15_AdjPref7_AdjStem	PossConc15_RelConc7_NStem
,	Punc	Punc
u_mu_phakathi	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_Adv
ku_fan_el_e	OC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
u_b_e	SC3_VRoot_VerbTerm	NPrePre1a_SC2_VerbTerm
na_i_li_thuba	AdvPre_NPrePre5_BPre5_NStem	Interrog_VerbTerm_BPre5_NStem
la_u_ku_b_a	PossConc5_NPrePre15_BPre15_VRoot_VerbTerm	Dem16_NPrePre1a_BPre15_SC2_VerbTerm
na_li_zwi	AdvPre_BPre5_NStem	Interrog_BPre5_NStem
mayelana	NStem	NStem
na_u_mu_thetho	AdvPre_NPrePre3_BPre3_NStem	Interrog_NPrePre1a_BPre1_NStem
ka_masipala	PossKA_NStem	AdvPre_NStem
.	Punc	Punc
i_zi_akhiwo	NPrePre4_BPre4_NStem	VerbTerm_NStem_NStem
e_sel_e	RelConc4_VRoot_VerbTerm	VerbTerm_NStem_VerbTerm
zi_khona	BPre10_NStem	NStem_Adv
ku_wadi	BPre15_NStem	BPre15_NStem
zi_ya_<?unk?>_w_a	SC10_Pres_VRoot_PassExt_VerbTerm	NStem_PossConc9_Foreign_PossConc1a_VerbTerm
kobana	Conj	Conj
zi_thumel_e	SC10_VRoot_VerbTerm	NStem_NStem_VerbTerm
aba_phakany_is_iw_e_ko	RelConc2_VRoot_CausExt_PassExt_VerbTerm_RelSuf	RelConc2_NStem_CausExt_PassExt_VerbTerm_RelSuf
e_u_mu_hlangano_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	VerbTerm_NPrePre1a_BPre1_NStem_LocSuf
lapha	Dem16	Dem16
a_ma_bizo	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_zoku_qinis_ek_is_w_a	SC6_Fut_VRoot_NeutExt_CausExt_PassExt_VerbTerm	VerbTerm_Fut_Conj_NeutExt_CausExt_PossConc1a_VerbTerm
ngo_u_ku_<?unk?>_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre1a_BPre15_Foreign_VerbTerm
zi_zi_akhamuzi	Pre_BPre8_NStem	NStem_NStem_NStem
kho_na	PronStem15_PronSuf	PronStem15_Interrog
u_ku_akh_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem_VerbTerm
i_komidi	NPrePre4_NStem	VerbTerm_NStem
ye_wadi	PossConc4_NStem	PossConc4_NStem
.	Punc	Punc
a_ba_phathi	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
ba_u_mu_khandlu	PossConc2_NPrePre3_BPre3_NStem	PossConc2_NPrePre1a_BPre1_NStem
ba_thol_a	SC2_VRoot_VerbTerm	PossConc2_VRoot_VerbTerm
i_mi_biko	NPrePre4_BPre4_NStem	VerbTerm_BPre4_NStem
ku_<?unk?>	PossConc4_NStem	BPre15_Foreign
y_o_<?unk?>	PossConc5_LocPre_NStem	PossConc9_VerbTerm_Foreign
ya_u_mu_phakathi	PossConc5_NPrePre3_BPre3_NStem	PossConc9_NPrePre1a_BPre1_Adv
mayelana	NStem	NStem
na_i_se_<?unk?>	AdvPre_NPre7_BPre7_NStem	Interrog_VerbTerm_PossConc7_Foreign
sa_u_ku_phath_a	PossConc7_NPrePre15_BPre15_VRoot_VerbTerm	PossConc7_NPrePre1a_BPre15_PossConc7_VerbTerm
namtjhana	Conj	Conj
u_ku_tjhejwa	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_NStem
ba_phathi	BPre2_NStem	PossConc2_NStem
nga_phambi	AdvPre_Adv	AdvPre_Adv
ko_<?unk?>_a	PossConc15_VRoot_VerbTerm	RelSuf_Foreign_VerbTerm
e_komidi_ini	LocPre_NStem_LocSuf	VerbTerm_NStem_LocSuf
e_kulu	AdjPref5_AdjStem	VerbTerm_Adv
namtjhana	Conj	Conj
i_komidi	NPrePre4_NStem	VerbTerm_NStem
e_pheth_e_ko	LocPre_VRoot_VerbTerm_RelSuf	VerbTerm_CopPre_VerbTerm_RelSuf
y_a_ka_sodorobha	PossConc5_LocPre_PossConc5_NStem	PossConc9_VerbTerm_AdvPre_NStem
mayelana	NStem	NStem
ne_e_n_qunto	AdvPre_LocPre_BPre8_NStem	AdvPre_VerbTerm_BPre9_Adv
ze_polotiki	PossConc8_NStem	Pres_NStem
.	Punc	Punc
u_masipala	NPrePre1a_NStem	NPrePre1a_NStem
u_fun_a	SC1a_VRoot_VerbTerm	NPrePre1a_NStem_VerbTerm
u_ku_akh_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_NStem_VerbTerm
i_si_bhedlela	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
ku_wadi	BPre15_NStem	BPre15_NStem
ABC	Abbr	Abbr
.	Punc	Punc
u_ku_bonisana	NPrePre15_BPre15_NStem	NPrePre1a_BPre15_NStem
nga_phandle	AdvPre_Adv	AdvPre_Adv
ku_<?unk?>	BPre15_NStem	BPre15_Foreign
ukobana	Conj	Conj
ku_thol_w_e	SC15_VRoot_PassExt_VerbTerm	BPre15_VRoot_PossConc1a_VerbTerm
i_lu_azi	BPre9_BPre11_NStem	VerbTerm_BPre11_NegPre
eli_mayelana	RelConc5_NStem	RelConc5_NStem
na_i_nani	AdvPre_NPrePre5_NStem	Interrog_VerbTerm_NStem
la_a_ba_ntu	PossConc5_NPrePre2_BPre2_NStem	Dem16_VerbTerm_PossConc2_NStem
a_ba_s_e_wadi_ini	NPrePre2_BPre2_PreLoc-s_LocPre_NStem_LocSuf	VerbTerm_PossConc2_PossConc7_VerbTerm_NStem_LocSuf
,	Punc	Punc
i_li_zinga	NPrePre5_BPre5_NStem	VerbTerm_BPre5_NStem
la_u_mu_sebenzi	PossConc5_NPrePre3_BPre3_NStem	Dem16_NPrePre1a_BPre1_NStem
na_u_ku_nga_<?unk?>	AdvPre_NPrePre15_BPre15_NegPre_NStem	Interrog_NPrePre1a_BPre15_AdvPre_Foreign
kwa_i_mi_sebenzi	PossConc15_NPrePre4_BPre4_NStem	PossConc15_VerbTerm_BPre4_NStem
,	Punc	Punc
i_nani	NPrePre5_NStem	VerbTerm_NStem
la_a_ba_ntu	PossConc5_NPrePre2_BPre2_NStem	Dem16_VerbTerm_PossConc2_NStem
aba_dala	AdjPref2_AdjStem	RelConc2_Adv
,	Punc	Punc
i_nani	NPrePre5_NStem	VerbTerm_NStem
la_a_ba_ntu	PossConc5_NPrePre2_BPre2_NStem	Dem16_VerbTerm_PossConc2_NStem
aba_tjha	RelConc2_NStem	RelConc2_NStem
,	Punc	Punc
i_nani	NPrePre5_NStem	VerbTerm_NStem
la_a_ba_ntu	PossConc5_NPrePre2_BPre2_NStem	Dem16_VerbTerm_PossConc2_NStem
a_ba_no_<?unk?>	NPrePre2_BPre2_AdvPre_NStem	VerbTerm_PossConc2_AdvPre_Foreign
we_HIV	PossConc3_Abbr	PossConc3_Abbr
na_i_ntumbantonga	AdvPre_NPre9_NStem	Interrog_VerbTerm_NStem
njll	Abbr	Abbr
.	Punc	Punc
aba_<?unk?>	RelConc2_NStem	RelConc2_Foreign
ba_bon_is_an_e	SC2_VRoot_CausExt_RecipExt_VerbTerm	PossConc2_NStem_CausExt_RecipExt_VerbTerm
na_u_mu_phakathi	AdvPre_NPrePre3_BPre3_NStem	Interrog_NPrePre1a_BPre1_Adv
nga_u_ku_th_i	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	AdvPre_NPrePre1a_BPre15_NStem_VerbTerm
ngi_ab_e	SC1_VRoot_VerbTerm	CopPre_NStem_VerbTerm
i_wadi	NPrePre5_NStem	VerbTerm_NStem
ABC	Abbr	Abbr
i_yi_n_ndawo	NPrePre4_CopPre_BPre4_NStem	VerbTerm_CopPre_BPre9_NStem
e_hle	AdjPref9_AdjStem	VerbTerm_AdjStem
ya_u_ku_akh_a	PossConc9_NPrePre15_BPre15_VRoot_VerbTerm	PossConc9_NPrePre1a_BPre15_NStem_VerbTerm
i_si_bhedlela	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
.	Punc	Punc
i_nengi	AdjPref9_AdjStem	VerbTerm_AdjStem
la_a_ba_ntu	PossConc5_NPrePre2_BPre2_NStem	Dem16_VerbTerm_PossConc2_NStem
aba_hlung_w_a_ko	RelConc2_VRoot_PassExt_VerbTerm_RelSuf	RelConc2_NegPre_PossConc1a_VerbTerm_RelSuf
ba_th_i	OC2_VRoot_VerbTerm	PossConc2_NStem_VerbTerm
i_si_bhedlela	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
si_funeka	BPre7_NStem	BPre7_NStem
ku_wadi	LocPre_NStem	BPre15_NStem
<?unk?>	Abbr	Foreign
.	Punc	Punc
u_masipala	NPrePre1a_NStem	NPrePre1a_NStem
aka_zi_tjhej_i	NegPre_SC8_Intrans_VerbTerm	NegPre_NStem_NStem_VerbTerm
i_im_phakamiso	NPrePre8_BPre8_NStem	VerbTerm_BPre4_NStem
za_u_mu_phakathi	PossConc8_NPrePre3_BPre3_NStem	PossConc10_NPrePre1a_BPre1_Adv
.	Punc	Punc
tjhej_a	VRoot_VerbTerm	NStem_VerbTerm
u_mu_buzo	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
nga_nzasi	AdvPre_NStem	AdvPre_Adv
.	Punc	Punc
<?unk?>_a	VRoot_VerbTerm	Foreign_VerbTerm
a_ma_phetheni	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_qakathek_ile_ko	SC6_VRoot_Perf_RelSuf	VerbTerm_SC1a_Perf_RelSuf
a_nga_b_a	SC6_Pot_VRoot_VerbTerm	VerbTerm_AdvPre_SC2_VerbTerm
li_sizo	BPre5_NStem	BPre5_NStem
lokha	Conj	Conj
na_wu_landel_a	AdvPre_OC3_VRoot_VerbTerm	Interrog_OC3_PossConc15_VerbTerm
u_m_<?unk?>	NPrePre1_BPre1_NStem	NPrePre1a_BPre3_Foreign
wa_wo	PossConc3_PronStem6	PossConc1a_PronStem3
njenga_u_ku_sebenza	AdvPre_NPrePre15_BPre15_NStem	AdvPre_NPrePre1a_BPre15_NStem
,	Punc	Punc
a_ma_phetheni	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
wa_ma_<?unk?>	PossConc1a_BPre6_NStem	PossConc1a_BPre6_Foreign
,	Punc	Punc
a_ma_zinga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
wo_ko_n_<?unk?>	PossConc1_PossConc15_BPre15_NStem	PronStem3_RelSuf_BPre9_Foreign
njll	Abbr	Abbr
.	Punc	Punc
rekhod_a	VRoot_VerbTerm	NStem_VerbTerm
i_<?unk?>	NPrePre4_NStem	VerbTerm_Foreign
zo_nyaka	Pres_NStem	PronStem10_NStem
e_fliphutjhadi_ini	LocPre_NStem_LocSuf	VerbTerm_NStem_LocSuf
be_s_e	SC2_VRoot_VerbTerm	PossConc2_PossConc7_VerbTerm
u_<?unk?>	CopPre_NStem	NPrePre1a_Foreign
a_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
we_si_qhema	PossConc3_BPre7_NStem	PossConc3_BPre7_NStem
bo_nyana	BPre2_NStem	PossConc2_NStem
i_si_ehlakalo	NPrePre7_BPre7_NStem	VerbTerm_BPre7_NStem
s_e_nzeke	PossConc7_LocPre_NStem	PossConc7_VerbTerm_BPre17
nini	Adv	Adv
nokobana	Conj	Conj
si_b_e	OC1_VRoot_VerbTerm	BPre7_SC2_VerbTerm
si_b_e	OC1_VRoot_VerbTerm	BPre7_SC2_VerbTerm
ka_nga_ngani	AdvPre_NegPre_Interrog	AdvPre_AdvPre_Interrog
.	Punc	Punc
lokhu	Dem15	Dem15
u_nga_kwenz_a	SC1_Pot_VRoot_VerbTerm	NPrePre1a_AdvPre_NStem_VerbTerm
ma_lunga_ana	BPre6_NStem_DimSuf	BPre6_NStem_DimSuf
na_wo	AdvPre_PronStem3	Interrog_PronStem3
wo_ke	QuantConc1_QuantStem	PronStem3_Conj
a_ma_phetheni	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
a_khonj_iw_e_ko	RelConc6_VRoot_PassExt_VerbTerm_RelSuf	VerbTerm_Adv_PassExt_VerbTerm_RelSuf
.	Punc	Punc
khulum_is_an_a	VRoot_CausExt_RecipExt_VerbTerm	NStem_CausExt_RecipExt_VerbTerm
na_i_si_qhema	AdvPre_NPrePre7_BPre7_NStem	Interrog_VerbTerm_BPre7_NStem
nga_mi_thelela	AdvPre_BPre4_NStem	AdvPre_BPre4_NStem
ye_phetheni	PossConc4_NStem	PossConc4_NStem
nga_yi_nye	AdvPre_CopPre_AdjStem	AdvPre_CopPre_AdjStem
e_<?unk?>_ek_o	RelConc9_VRoot_NeutExt_VerbTerm	VerbTerm_Foreign_NeutExt_VerbTerm
.	Punc	Punc
u_mu_khandlu	NPrePre3_BPre3_NStem	NPrePre1a_BPre1_NStem
u_nga_enz_a	SC2_Pot_VRoot_VerbTerm	NPrePre1a_AdvPre_VRoot_VerbTerm
i_foramu	NPrePre4_NStem	VerbTerm_NStem
yo_bu_jameli	PossConc4_BPre14_NStem	PronStem9_BPre14_NStem
be_IDP	PossConc2_Abbr	PossConc2_Abbr
u_ku_thol_a	NPrePre15_BPre15_VRoot_VerbTerm	NPrePre1a_BPre15_VRoot_VerbTerm
u_bu_hlanganyeli	NPrePre14_BPre14_NStem	NPrePre1a_BPre14_NStem
obu_<?unk?>	RelConc14_NStem	RelConc14_Foreign
eli_phezulu	RelConc5_NStem	RelConc5_Adv
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
na_u_mu_bono	AdvPre_NPre3_BPre3_NStem	Interrog_NPrePre1a_BPre1_NStem
o_vel_a	RelConc3_VRoot_VerbTerm	VerbTerm_ProperName_VerbTerm
e_u_mu_phakathi_ini	LocPre_NPrePre3_BPre3_NStem_LocSuf	VerbTerm_NPrePre1a_BPre1_Adv_LocSuf
.	Punc	Punc
i_foramu	NPrePre4_NStem	VerbTerm_NStem
i_nga_fak_a	SC9_AdvPre_VRoot_VerbTerm	VerbTerm_AdvPre_VRoot_VerbTerm
hlangan_a	VRoot_VerbTerm	NStem_VerbTerm
a_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
wo_m_khandlu	PossConc6_BPre3_NStem	PronStem3_BPre3_NStem
,	Punc	Punc
a_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
ama_khulu	AdjPref6_AdjStem	AdjPref6_Adv
we_komidi	PossConc3_NStem	PossConc3_NStem
,	Punc	Punc
i_in_khulu	NPrePre8_BPre8_NStem	VerbTerm_Foreign_Adv
ezi_phath_a_ko	RelConc8_VRoot_VerbTerm_RelSuf	RelConc10_PossConc7_VerbTerm_RelSuf
ezi_kulu	RelConc8_Adv	RelConc10_Adv
,	Punc	Punc
a_ma_lunga	NPrePre6_BPre6_NStem	VerbTerm_BPre6_NStem
we_komidi	PossConc1_NStem	PossConc3_NStem
ye_wadi	PossConc4_NStem	PossConc4_NStem
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
na_<?unk?>	AdvPre_NStem	Interrog_Foreign
aba_buy_a	RelConc2_VRoot_VerbTerm	RelConc2_NStem_VerbTerm
e_e_n_qhema_eni	RelConc9_LocPre_BPre9_NStem_LocSuf	VerbTerm_VerbTerm_BPre9_NStem_LocSuf
za_ba_bambisani	PossConc8_BPre2_NStem	PossConc10_PossConc2_NStem
ezi_hlelekile_ko	RelConc8_NStem_RelSuf	RelConc10_NStem_RelSuf
,	Punc	Punc
a_ba_rholi	NPrePre2_BPre2_NStem	VerbTerm_PossConc2_NStem
be_ndabuko	PossConc2a_NStem	PossConc2_NStem
na_a_ba_ntu	AdvPre_NPrePre2_BPre2_NStem	Interrog_VerbTerm_PossConc2_NStem
.	Punc	Punc
i_phiko	NPrePre4_NStem	VerbTerm_NStem
li_kghonakalisa	BPre5_NStem	BPre5_NStem
i_ku_<?unk?>	NPrePre4_BPre15_NStem	VerbTerm_BPre15_Foreign
ka_nye	AdvPre_AdjStem	AdvPre_AdjStem
na_u_ku_thath_a	AdvPre_NPrePre15_BPre15_VRoot_VerbTerm	Interrog_NPrePre1a_BPre15_VRoot_VerbTerm
i_in_qunto	NPrePre8_BPre8_NStem	VerbTerm_Foreign_Adv
ndawonye	Adv	Adv
ze_IDP	PossConc8_Abbr	Pres_Abbr
.	Punc	Punc
i_foramu	NPrePre4_NStem	VerbTerm_NStem
ya_ba_jameli	PossConc4_BPre2_NStem	PossConc9_PossConc2_NStem
be_IDP	PossConc2_Abbr	PossConc2_Abbr
ku_fan_el_e	SC15_VRoot_ApplExt_VerbTerm	BPre15_VRoot_ApplExt_VerbTerm
ku_b_e	SC15_VRoot_VerbTerm	BPre15_SC2_VerbTerm
yi_hlangano	CopPre_NStem	CopPre_NStem
ya_safuthi	PossConc4_NStem	PossConc9_Abbr
e_nikel_w_e	RelConc9_VRoot_PassExt_VerbTerm	VerbTerm_NegCopPre_PossConc1a_VerbTerm
na_u_mu_sebenzi	AdvPre_NPrePre3_BPre3_NStem	Interrog_NPrePre1a_BPre1_NStem
wa_u_ku_tjheja	PossConc3_NPrePre15_BPre15_NStem	PossConc1a_NPrePre1a_BPre15_NStem
u_ku_enz_iw_a	NPrePre15_BPre15_VRoot_PassExt_VerbTerm	NPrePre1a_BPre15_VRoot_PassExt_VerbTerm
kwa_u_mu_sebenzi	PossConc15_NPrePre3_BPre3_NStem	PossConc15_NPrePre1a_BPre1_NStem
